# bench_date,"2026-05-29_14-20-21"
# problem_dir,"/home/etudiant/Cours/stage/TPTP-v9.2.1/Problems/SYN/"
# home,
# logs_dir,"bench_logs_syn"
# time_limit_seconds,3
# robust_time_limit,false
# size_limit_gb,
# max_clauses,
# mode,"ordered-fallback"
# casc,
# only_ip,true
# version_ip,"d864328"

section,problem,expected_status,rating,ip,ip_time_s
result,"SYN000+1.p","Theorem","0.18 v9.1.0","Error",0.006938
result,"SYN000+2.p","Satisfiable","0.83 v9.0.0","Error",0.005437
result,"SYN000-1.p","Unsatisfiable","0.18 v9.1.0","Error",0.007433
result,"SYN000-2.p","Satisfiable","0.75 v9.1.0","Error",0.006274
result,"SYN000-3.p","Satisfiable","? v8.0.0","Error",0.006092
result,"SYN000^1.p","Theorem","0.22 v9.1.0","Error",0.005352
result,"SYN000^2.p","Satisfiable","? v9.2.1","Error",0.005097
result,"SYN000^3.p","Satisfiable","1.00 v7.1.0","Error",0.005065
result,"SYN000^6.p","Unknown","1.00 v9.0.0","Error",0.005120
result,"SYN000^7.p","Unknown","1.00 v9.0.0","Error",0.004798
result,"SYN000_1.p","Theorem","0.12 v9.1.0","Error",0.004909
result,"SYN000_2.p","Satisfiable","1.00 v9.1.0","Error",0.005342
result,"SYN000_3.p","Satisfiable","0.75 v9.0.0","Error",0.004944
result,"SYN000_4.p","Satisfiable","1.00 v9.1.0","Error",0.005224
result,"SYN000_5.p","Theorem","0.62 v7.5.0","Error",0.005295
result,"SYN000_6.p","Unknown","1.00 v9.0.0","Error",0.005599
result,"SYN000_7.p","Unknown","1.00 v9.0.0","Error",0.004982
result,"SYN001+1.p","Theorem","0.00 v2.1.0","Unsatisfiable",0.006729
result,"SYN001-1.005.p","Unsatisfiable","0.00 v2.1.0","Unsatisfiable",0.136471
result,"SYN001^4.001.p","CounterSatisfiable","0.67 v9.0.0","Error",0.007133
result,"SYN001^4.002.p","CounterSatisfiable","0.67 v9.0.0","Error",0.005671
result,"SYN001^4.003.p","CounterSatisfiable","0.67 v9.0.0","Error",0.004893
result,"SYN001^4.004.p","CounterSatisfiable","0.67 v9.0.0","Error",0.005268
result,"SYN002-1.007.008.p","Unsatisfiable","0.00 v6.3.0","Unsatisfiable",0.027134
result,"SYN003-1.006.p","Unsatisfiable","0.00 v2.1.0","Unsatisfiable",0.022574
result,"SYN004-1.007.p","Unsatisfiable","0.00 v2.1.0","Unsatisfiable",0.019540
result,"SYN005-1.010.p","Unsatisfiable","0.00 v2.1.0","Unsatisfiable",0.026136
result,"SYN006-1.p","Unsatisfiable","0.00 v6.3.0","Unsatisfiable",0.009755
