# bench_date,"2026-05-29_14-26-07"
# problem_dir,"/home/etudiant/Cours/stage/TPTP-v9.2.1/Problems/SYN/"
# home,
# logs_dir,"bench_logs_syn"
# time_limit_seconds,3
# robust_time_limit,false
# size_limit_gb,
# max_clauses,
# mode,"ordered-fallback"
# casc,
# only_ip,true
# version_ip,"d864328"

section,problem,expected_status,rating,ip,ip_time_s
result,"SYN000+1.p","Theorem","0.18 v9.1.0","Unsatisfiable",0.007559
result,"SYN000+2.p","Satisfiable","0.83 v9.0.0","Error",0.004986
result,"SYN000-1.p","Unsatisfiable","0.18 v9.1.0","Unsatisfiable",0.006288
result,"SYN000-2.p","Satisfiable","0.75 v9.1.0","Error",0.004802
result,"SYN000-3.p","Satisfiable","? v8.0.0","Error",0.004822
result,"SYN000^1.p","Theorem","0.22 v9.1.0","Error",0.005009
result,"SYN000^2.p","Satisfiable","? v9.2.1","Error",0.004982
result,"SYN000^3.p","Satisfiable","1.00 v7.1.0","Error",0.005630
result,"SYN000^6.p","Unknown","1.00 v9.0.0","Error",0.005132
result,"SYN000^7.p","Unknown","1.00 v9.0.0","Error",0.004809
result,"SYN000_1.p","Theorem","0.12 v9.1.0","Error",0.004058
result,"SYN000_2.p","Satisfiable","1.00 v9.1.0","Error",0.004532
result,"SYN000_3.p","Satisfiable","0.75 v9.0.0","Error",0.004924
result,"SYN000_4.p","Satisfiable","1.00 v9.1.0","Error",0.004634
result,"SYN000_5.p","Theorem","0.62 v7.5.0","Error",0.005106
result,"SYN000_6.p","Unknown","1.00 v9.0.0","Error",0.005171
result,"SYN000_7.p","Unknown","1.00 v9.0.0","Error",0.004974
result,"SYN001+1.p","Theorem","0.00 v2.1.0","Unsatisfiable",0.005617
result,"SYN001-1.005.p","Unsatisfiable","0.00 v2.1.0","Unsatisfiable",0.135151
result,"SYN001^4.001.p","CounterSatisfiable","0.67 v9.0.0","Error",0.006282
result,"SYN001^4.002.p","CounterSatisfiable","0.67 v9.0.0","Error",0.005798
result,"SYN001^4.003.p","CounterSatisfiable","0.67 v9.0.0","Error",0.005125
result,"SYN001^4.004.p","CounterSatisfiable","0.67 v9.0.0","Error",0.004664
result,"SYN002-1.007.008.p","Unsatisfiable","0.00 v6.3.0","Unsatisfiable",0.029494
result,"SYN003-1.006.p","Unsatisfiable","0.00 v2.1.0","Unsatisfiable",0.025609
result,"SYN004-1.007.p","Unsatisfiable","0.00 v2.1.0","Unsatisfiable",0.017811
result,"SYN005-1.010.p","Unsatisfiable","0.00 v2.1.0","Unsatisfiable",0.022585
result,"SYN006-1.p","Unsatisfiable","0.00 v6.3.0","Unsatisfiable",0.008303
result,"SYN007+1.014.p","Theorem","0.00 v7.3.0","Error",21.732720

section,prover,scope,total,success,timeout,incomplete,unsound,error,avg_time_s
prover_stats,"ip","Tous",29,"9 (31.0%)","0 (0.0%)","0 (0.0%)","0 (0.0%)","20 (69.0%)",0.761606
prover_stats,"ip","Theorem/Unsatisfiable",13,"9 (69.2%)","0 (0.0%)","0 (0.0%)","0 (0.0%)","4 (30.8%)",1.692716
prover_stats,"ip","Theorem (FOF)",6,"2 (33.3%)","0 (0.0%)","0 (0.0%)","0 (0.0%)","4 (66.7%)",3.626678
prover_stats,"ip","Unsatisfiable (CNF)",7,"7 (100.0%)","0 (0.0%)","0 (0.0%)","0 (0.0%)","0 (0.0%)",0.035034
