# bench_date,"2026-07-02_14-47-16"
# problem_dir,"casc/FOF"
# home,
# logs_dir,"bench/logs/casc_requested"
# time_limit_seconds,3
# robust_time_limit,false
# size_limit_gb,
# max_clauses,75000
# mode,"ordered-fallback"
# portfolio,"casc-150"
# casc,
# only_ip,true
# version_vip,"a76d405"

section,problem,expected_status,rating,vip,vip_time_s,vip_profile,vip_axiom_selection,vip_raw_clauses,vip_equality_literals,vip_equality_ratio,vip_avg_term,vip_unit_ratio,vip_negative_ratio
result,"FEQ/SWW937+1.p","Unknown","","Theorem",0.012455,"equality-heavy","false","66","44","0.232804","9.460317","0.060606","0.523810"
result,"FEQ/SWW956+1.p","Unknown","","Timeout",2.957700,"equality-light","false","94","57","0.448819","3.023622","0.744681","0.700787"
result,"FEQ/SWW958+1.p","Unknown","","Timeout",3.848383,"equality-light","false","277","195","0.540166","3.011080","0.776173","0.761773"
result,"FEQ/SWW963+1.p","Unknown","","Timeout",2.958822,"equality-light","false","196","97","0.302181","3.401869","0.596939","0.629283"
result,"FEQ/SWW967+1.p","Unknown","","Timeout",2.959193,"equality-light","false","175","83","0.279461","3.491582","0.565714","0.636364"
result,"FEQ/SWX022+1.p","Unknown","","Timeout",3.163342,"equality-heavy","false","363","331","0.324510","3.983333","0.044077","0.487255"
result,"FEQ/SWX029+1.p","Unknown","","Timeout",3.009325,"equality-heavy","false","1230","2096","0.440799","5.607992","0.025203","0.382755"
result,"FEQ/SWX034+1.p","Unknown","","Timeout",3.007775,"equality-heavy","false","147","155","0.369928","3.988067","0.040816","0.451074"
result,"FEQ/SWX037+1.p","Unknown","","Timeout",3.003668,"equality-heavy","false","156","168","0.371681","4.064159","0.044872","0.469027"
result,"FEQ/SWX038+1.p","Unknown","","Timeout",3.007190,"equality-heavy","false","156","169","0.378924","4.080717","0.038462","0.464126"
result,"FEQ/SWX044+1.p","Unknown","","Timeout",3.034464,"equality-heavy","false","201","174","0.305800","3.876977","0.029851","0.490334"
result,"FEQ/SWX055+1.p","Unknown","","Timeout",3.004176,"equality-heavy","false","597","545","0.307389","4.145516","0.036851","0.497462"
result,"FEQ/SWX060+1.p","Unknown","","Timeout",3.049157,"equality-heavy","false","579","520","0.301100","4.114071","0.037997","0.495078"
result,"FEQ/SWX070+1.p","Unknown","","Timeout",3.022606,"unknown","false","0","0","0.000000","0.000000","0.000000","0.000000"
result,"FEQ/TOP034+4.p","Unknown","","Timeout",3.022463,"unknown","false","0","0","0.000000","0.000000","0.000000","0.000000"
result,"FNE/BOO109+1.p","Unknown","","Timeout",3.004717,"non-equality","false","3","0","0.000000","12.800000","0.666667","0.600000"
result,"FNE/COM008+1.p","Unknown","","Timeout",3.005017,"non-equality","false","15","0","0.000000","3.333333","0.266667","0.555556"
result,"FNE/CSR026+3.p","Unknown","","Timeout",3.006304,"large-general","false","8007","0","0.000000","2.884397","0.410016","0.391531"
result,"FNE/CSR027+3.p","Unknown","","Timeout",3.006394,"large-general","false","8007","0","0.000000","2.884253","0.409891","0.391578"
result,"FNE/CSR033+3.p","Unknown","","Timeout",3.006913,"large-general","false","8007","0","0.000000","2.884253","0.409891","0.391578"
result,"FNE/CSR034+2.p","Unknown","","Timeout",3.004991,"large-general","false","1133","0","0.000000","2.712106","0.307149","0.428789"
result,"FNE/CSR036+2.p","Unknown","","Timeout",3.006040,"large-general","false","1133","0","0.000000","2.712106","0.307149","0.428789"
result,"FNE/CSR036+3.p","Unknown","","Timeout",3.007268,"large-general","false","8007","0","0.000000","2.884320","0.410016","0.391531"
result,"FNE/CSR039+2.p","Unknown","","Timeout",3.005225,"large-general","false","1133","0","0.000000","2.714140","0.307149","0.428789"
result,"FNE/CSR040+3.p","Unknown","","Timeout",3.007078,"large-general","false","8007","0","0.000000","2.884550","0.410016","0.391454"
result,"FNE/CSR052+3.p","Unknown","","Timeout",3.006694,"large-general","false","8007","0","0.000000","2.884627","0.410016","0.391531"
result,"FNE/CSR056+3.p","Unknown","","Timeout",3.006663,"large-general","false","8007","0","0.000000","2.884320","0.410016","0.391531"
result,"FNE/CSR057+2.p","Unknown","","Timeout",3.005410,"large-general","false","1133","0","0.000000","2.712106","0.307149","0.428789"
result,"FNE/CSR060+2.p","Unknown","","Timeout",3.005179,"large-general","false","1133","0","0.000000","2.713777","0.306267","0.429080"
result,"FNE/CSR061+2.p","Unknown","","Timeout",3.004698,"large-general","false","1133","0","0.000000","2.712106","0.307149","0.428789"
result,"FNE/CSR062+2.p","Unknown","","Theorem",0.697917,"large-general","false","1133","0","0.000000","2.712106","0.307149","0.428789"
result,"FNE/CSR062+3.p","Unknown","","Timeout",3.006116,"large-general","false","8007","0","0.000000","2.884320","0.410016","0.391531"
result,"FNE/CSR073+2.p","Unknown","","Theorem",0.635723,"large-general","false","1133","0","0.000000","2.712106","0.307149","0.428789"
result,"FNE/CSR073+3.p","Unknown","","Timeout",3.006074,"large-general","false","8007","0","0.000000","2.884320","0.410016","0.391531"
result,"FNE/CSR115+31.p","Unknown","","Timeout",3.007445,"large-general","false","10630","0","0.000000","3.076082","0.970837","0.077904"
result,"FNE/CSR115+6.p","Unknown","","Timeout",3.007119,"large-general","false","10712","0","0.000000","3.075465","0.971060","0.077274"
result,"FNE/CSR115+91.p","Unknown","","Timeout",3.007814,"large-general","false","10762","0","0.000000","3.076765","0.971195","0.077022"
result,"FNE/CSR115+98.p","Unknown","","Timeout",3.006281,"large-general","false","10615","0","0.000000","3.076181","0.970796","0.078006"
result,"FNE/CSR116+27.p","Unknown","","Timeout",3.006619,"large-general","false","10746","0","0.000000","3.075028","0.971152","0.077603"
result,"FNE/CSR116+39.p","Unknown","","Timeout",3.007674,"large-general","false","10736","0","0.000000","3.075780","0.971125","0.077670"
result,"FNE/CSR116+6.p","Unknown","","Timeout",3.007492,"large-general","false","10804","0","0.000000","3.075083","0.971307","0.077219"
result,"FNE/GEO167+1.p","Unknown","","Timeout",3.003815,"non-equality","false","30","0","0.000000","3.721519","0.300000","0.544304"
result,"FNE/GEO168+1.p","Unknown","","Timeout",3.003580,"non-equality","false","33","0","0.000000","3.629630","0.272727","0.555556"
result,"FNE/GEO259+1.p","Unknown","","Timeout",3.005139,"non-equality","false","64","0","0.000000","3.556886","0.265625","0.532934"
result,"FNE/KRS189+1.p","Unknown","","Theorem",0.139100,"non-equality","false","111","0","0.000000","4.022305","0.126126","0.535316"
result,"FNE/KRS203+1.p","Unknown","","Timeout",3.004542,"non-equality","false","111","0","0.000000","4.022305","0.126126","0.535316"
result,"FNE/KRS216+1.p","Unknown","","Timeout",3.003990,"non-equality","false","111","0","0.000000","4.022305","0.126126","0.535316"
result,"FNE/KRS217+1.p","Unknown","","Timeout",3.003850,"non-equality","false","111","0","0.000000","4.022305","0.126126","0.535316"
result,"FNE/KRS233+1.p","Unknown","","Timeout",3.003771,"non-equality","false","111","0","0.000000","4.022305","0.126126","0.535316"
result,"FNE/KRS234+1.p","Unknown","","Timeout",3.003529,"non-equality","false","111","0","0.000000","4.022305","0.126126","0.535316"
result,"FNE/KRS251+1.p","Unknown","","Timeout",3.004174,"non-equality","false","111","0","0.000000","4.022305","0.126126","0.535316"
result,"FNE/KRS258+1.p","Unknown","","Timeout",3.004125,"non-equality","false","111","0","0.000000","4.022305","0.126126","0.535316"
result,"FNE/KRS260+1.p","Unknown","","Timeout",3.004257,"non-equality","false","111","0","0.000000","4.022305","0.126126","0.535316"
result,"FNE/KRS261+1.p","Unknown","","Timeout",3.003564,"non-equality","false","111","0","0.000000","4.022305","0.126126","0.535316"
result,"FNE/LCL062+1.p","Unknown","","Timeout",3.004577,"non-equality","false","5","0","0.000000","7.571429","0.800000","0.428571"
result,"FNE/LCL109+1.p","Unknown","","Timeout",3.005377,"non-equality","false","6","0","0.000000","7.500000","0.833333","0.375000"
result,"FNE/LCL365+1.p","Unknown","","Timeout",3.004163,"non-equality","false","5","0","0.000000","7.285714","0.800000","0.428571"
result,"FNE/LCL365+2.p","Unknown","","Timeout",3.004592,"non-equality","false","3","0","0.000000","16.200000","0.666667","0.600000"
result,"FNE/LCL368+1.p","Unknown","","Timeout",3.009731,"non-equality","false","5","0","0.000000","7.142857","0.800000","0.428571"
result,"FNE/LCL368+2.p","Unknown","","Timeout",3.004571,"non-equality","false","3","0","0.000000","16.000000","0.666667","0.600000"
result,"FNE/LCL369+1.p","Unknown","","Timeout",3.004652,"non-equality","false","5","0","0.000000","7.142857","0.800000","0.428571"
result,"FNE/LCL370+2.p","Unknown","","Timeout",3.004861,"non-equality","false","3","0","0.000000","15.200000","0.666667","0.600000"
result,"FNE/LCL373+2.p","Unknown","","Timeout",3.005112,"non-equality","false","3","0","0.000000","15.200000","0.666667","0.600000"
result,"FNE/LCL374+1.p","Unknown","","Timeout",3.009815,"non-equality","false","5","0","0.000000","7.142857","0.800000","0.428571"
result,"FNE/LCL374+2.p","Unknown","","Timeout",3.005375,"non-equality","false","3","0","0.000000","16.000000","0.666667","0.600000"
result,"FNE/LCL376+1.p","Unknown","","Timeout",3.006436,"non-equality","false","5","0","0.000000","7.428571","0.800000","0.428571"
result,"FNE/LCL377+1.p","Unknown","","Timeout",3.004504,"non-equality","false","5","0","0.000000","7.428571","0.800000","0.428571"
result,"FNE/LCL383+1.p","Unknown","","Timeout",3.004436,"non-equality","false","5","0","0.000000","7.142857","0.800000","0.428571"
result,"FNE/LCL383+2.p","Unknown","","Timeout",3.005223,"non-equality","false","3","0","0.000000","16.000000","0.666667","0.600000"
result,"FNE/LCL390+1.p","Unknown","","Timeout",3.008210,"non-equality","false","5","0","0.000000","6.428571","0.800000","0.428571"
result,"FNE/LCL390+2.p","Unknown","","Timeout",3.004916,"non-equality","false","3","0","0.000000","15.000000","0.666667","0.600000"
result,"FNE/LCL392+1.p","Unknown","","Timeout",3.007962,"non-equality","false","5","0","0.000000","7.000000","0.800000","0.428571"
result,"FNE/LCL392+2.p","Unknown","","Timeout",3.004084,"non-equality","false","3","0","0.000000","15.800000","0.666667","0.600000"
result,"FNE/LCL393+2.p","Unknown","","Timeout",3.005758,"non-equality","false","3","0","0.000000","15.800000","0.666667","0.600000"
result,"FNE/LCL394+2.p","Unknown","","Timeout",3.004737,"non-equality","false","3","0","0.000000","16.600000","0.666667","0.600000"
result,"FNE/LCL403+2.p","Unknown","","Timeout",3.004301,"non-equality","false","3","0","0.000000","14.800000","0.666667","0.600000"
result,"FNE/LCL640+1.005.p","Unknown","","Timeout",3.004540,"non-equality","false","83","0","0.000000","3.494118","0.072289","0.725000"
result,"FNE/LCL642+1.010.p","Unknown","","Timeout",2.939625,"large-general","false","4518","0","0.000000","3.114225","0.001328","0.620687"
result,"FNE/LCL642+1.015.p","Unknown","","Timeout",2.980692,"large-general","false","4677","0","0.000000","3.070777","0.001283","0.602730"
result,"FNE/LCL656+1.015.p","Unknown","","Timeout",2.928890,"non-equality","false","172","0","0.000000","3.422841","0.017442","0.920414"
result,"FNE/LCL660+1.015.p","Unknown","","Timeout",2.967213,"large-general","false","4690","0","0.000000","3.070666","0.001066","0.602689"
result,"FNE/LCL660+1.020.p","Unknown","","Timeout",2.927066,"large-general","false","4911","0","0.000000","2.997630","0.001018","0.571420"
result,"FNE/LCL670+1.010.p","Unknown","","Timeout",3.004583,"non-equality","false","122","0","0.000000","3.638095","0.418033","0.806349"
result,"FNE/LCL680+1.005.p","Unknown","","Timeout",3.040254,"non-equality","false","186","0","0.000000","4.078212","0.064516","0.923883"
result,"FNE/LCL682+1.015.p","Unknown","","Timeout",3.024137,"non-equality","false","466","0","0.000000","3.629219","0.027897","0.841424"
result,"FNE/LCL682+1.020.p","Unknown","","Timeout",2.973243,"large-general","false","620","0","0.000000","3.704495","0.020968","0.873552"
result,"FNE/LCL688+1.005.p","Unknown","","Timeout",3.003978,"non-equality","false","109","0","0.000000","3.669916","0.238532","0.770195"
result,"FNE/LCL876+1.p","Unknown","","Timeout",3.003877,"non-equality","false","6","0","0.000000","7.500000","0.833333","0.375000"
result,"FNE/LCL978+1.p","Unknown","","Timeout",3.004827,"non-equality","false","3","0","0.000000","8.400000","0.666667","0.600000"
result,"FNE/LCL981+1.p","Unknown","","Timeout",3.006836,"non-equality","false","3","0","0.000000","8.400000","0.666667","0.600000"
result,"FNE/LCL982+1.p","Unknown","","Theorem",1.696773,"non-equality","false","3","0","0.000000","8.400000","0.666667","0.600000"
result,"FNE/MED007+1.p","Unknown","","Timeout",3.004705,"large-general","false","579","0","0.000000","2.548220","0.006908","0.356991"
result,"FNE/MED009+1.p","Unknown","","Timeout",3.004415,"large-general","false","579","0","0.000000","2.548220","0.006908","0.357227"
result,"FNE/MGT067+1.p","Unknown","","Timeout",3.003843,"non-equality","false","180","0","0.000000","6.824873","0.722222","0.545685"
result,"FNE/NLP260+1.p","Unknown","","Timeout",3.026980,"unknown","false","0","0","0.000000","0.000000","0.000000","0.000000"
result,"FNE/NLP261+1.p","Unknown","","Timeout",3.027081,"unknown","false","0","0","0.000000","0.000000","0.000000","0.000000"
result,"FNE/NLP262+1.p","Unknown","","Timeout",3.024123,"unknown","false","0","0","0.000000","0.000000","0.000000","0.000000"
result,"FNE/NUN056+1.p","Unknown","","Timeout",3.003727,"non-equality","false","43","0","0.000000","3.676768","0.418605","0.545455"
result,"FNE/NUN057+1.p","Unknown","","Timeout",3.003394,"non-equality","false","43","0","0.000000","3.693878","0.418605","0.540816"
result,"FNE/NUN060+1.p","Unknown","","Timeout",3.003188,"non-equality","false","43","0","0.000000","3.726316","0.418605","0.526316"
result,"FNE/NUN066+1.p","Unknown","","Timeout",3.003605,"non-equality","false","50","0","0.000000","3.798077","0.360000","0.413462"
result,"FNE/NUN072+1.p","Unknown","","Timeout",3.003870,"non-equality","false","43","0","0.000000","3.683673","0.418605","0.540816"
result,"FNE/NUN075+1.p","Unknown","","Timeout",3.004652,"non-equality","false","43","0","0.000000","3.603604","0.418605","0.594595"
result,"FNE/NUN081+1.p","Unknown","","Timeout",3.003686,"non-equality","false","43","0","0.000000","3.734043","0.418605","0.521277"
result,"FNE/NUN085+1.p","Unknown","","Timeout",3.003824,"non-equality","false","48","0","0.000000","3.712766","0.500000","0.457447"
result,"FNE/NUN087+1.p","Unknown","","Timeout",3.003617,"non-equality","false","43","0","0.000000","3.739130","0.418605","0.510870"
result,"FNE/SWB012+3.p","Unknown","","Timeout",3.003976,"non-equality","false","260","0","0.000000","3.683274","0.330769","0.657177"
result,"FNE/SWB014+3.p","Unknown","","Timeout",3.004138,"non-equality","false","255","0","0.000000","3.680191","0.317647","0.661098"
result,"FNE/SWV014+1.p","Unknown","","Timeout",3.004180,"non-equality","false","38","0","0.000000","4.289157","0.368421","0.566265"
result,"FNE/SYN353+1.p","Unknown","","Timeout",3.004180,"non-equality","false","17","0","0.000000","5.595745","0.000000","0.489362"
result,"FNE/SYN457+1.p","Unknown","","Timeout",3.003752,"non-equality","false","364","0","0.000000","1.486248","0.000000","0.609037"
result,"FNE/SYN938+1.p","Unknown","","Timeout",3.028972,"unknown","false","0","0","0.000000","0.000000","0.000000","0.000000"
result,"FNE/SYN986+1.004.p","Unknown","","Timeout",3.007732,"non-equality","false","3","0","0.000000","4.222222","0.333333","0.777778"
result,"FNE/SYO604+1.p","Unknown","","Timeout",2.915093,"large-general","false","3264","0","0.000000","3.894063","0.000000","0.243691"
result,"FNE/SYO606+1.p","Unknown","","Timeout",3.004209,"non-equality","false","177","0","0.000000","3.328659","0.000000","0.324277"

section,prover,scope,total,success,timeout,incomplete,unsound,error,avg_time_s
prover_stats,"vip","Tous",500,"99 (19.8%)","396 (79.2%)","0 (0.0%)","0 (0.0%)","0 (0.0%)",2.544047
prover_stats,"vip","Theorem/Unsatisfiable",1,"0 (0.0%)","1 (100.0%)","0 (0.0%)","0 (0.0%)","0 (0.0%)",3.018334
prover_stats,"vip","Theorem (FOF)",1,"0 (0.0%)","1 (100.0%)","0 (0.0%)","0 (0.0%)","0 (0.0%)",3.018334
prover_stats,"vip","Unsatisfiable (CNF)",0,"0 (0.0%)","0 (0.0%)","0 (0.0%)","0 (0.0%)","0 (0.0%)",0.000000
