# bench_date,"2026-07-02_14-47-16"
# problem_dir,"casc/FOF"
# home,
# logs_dir,"bench/logs/casc_requested"
# time_limit_seconds,3
# robust_time_limit,false
# size_limit_gb,
# max_clauses,75000
# mode,"ordered-fallback"
# portfolio,"casc-150"
# casc,
# only_ip,true
# version_vip,"a76d405"

section,problem,expected_status,rating,vip,vip_time_s,vip_profile,vip_axiom_selection,vip_raw_clauses,vip_equality_literals,vip_equality_ratio,vip_avg_term,vip_unit_ratio,vip_negative_ratio
result,"FEQ/NUM736+4.p","Unknown","","Timeout",3.304993,"equality-light","false","1516","165","0.054963","7.251832","0.202507","0.434710"
result,"FEQ/NUM782+4.p","Unknown","","Timeout",3.337354,"equality-light","false","2336","181","0.038875","7.202534","0.178510","0.432775"
result,"FEQ/NUM783+4.p","Unknown","","Timeout",3.332423,"equality-light","false","2362","181","0.038462","7.231407","0.177392","0.433277"
result,"FEQ/NUM785+4.p","Unknown","","Timeout",2.914020,"equality-light","false","2395","181","0.037938","7.222804","0.177035","0.433243"
result,"FEQ/NUM787+4.p","Unknown","","Timeout",3.320660,"equality-light","false","2407","181","0.037748","7.216267","0.176984","0.433160"
result,"FEQ/NUM788+4.p","Unknown","","Timeout",3.337271,"equality-light","false","2413","181","0.037653","7.213023","0.176958","0.433118"
result,"FEQ/NUM789+4.p","Unknown","","Timeout",3.341116,"equality-light","false","2419","181","0.037560","7.209795","0.176933","0.433077"
result,"FEQ/NUM790+4.p","Unknown","","Timeout",2.934710,"equality-light","false","2425","181","0.037466","7.206582","0.176907","0.433037"
result,"FEQ/NUM791+4.p","Unknown","","Timeout",2.920831,"equality-light","false","2431","181","0.037374","7.203386","0.176882","0.432996"
result,"FEQ/NUM835+1.p","Unknown","","Theorem",1.023932,"equality-heavy","false","47","84","0.893617","4.659574","0.297872","0.510638"
result,"FEQ/NUM839+2.p","Unknown","","Theorem",1.006275,"equality-heavy","false","43","36","0.433735","4.048193","0.255814","0.506024"
result,"FEQ/NUM841+2.p","Unknown","","Theorem",0.007413,"equality-heavy","false","28","19","0.441860","5.000000","0.500000","0.348837"
result,"FEQ/NUM852+1.p","Unknown","","Theorem",0.008563,"equality-heavy","false","68","53","0.417323","4.590551","0.308824","0.488189"
result,"FEQ/NUM853+2.p","Unknown","","Theorem",0.005298,"equality-heavy","false","41","39","0.582090","4.985075","0.439024","0.447761"
result,"FEQ/NUM856+1.p","Unknown","","Theorem",0.008531,"equality-heavy","false","72","52","0.376812","4.376812","0.263889","0.471014"
result,"FEQ/NUM858+1.p","Unknown","","Timeout",3.791133,"equality-light","false","27","5","0.080645","4.016129","0.037037","0.516129"
result,"FEQ/NUM862+1.p","Unknown","","Timeout",3.156180,"equality-light","false","28","3","0.046154","4.261538","0.035714","0.523077"
result,"FEQ/NUM924+7.p","Unknown","","Timeout",2.929092,"equality-heavy","false","1679","1064","0.259007","12.472493","0.247171","0.533350"
result,"FEQ/NUM925+3.p","Unknown","","Timeout",3.326689,"equality-heavy","false","1757","1243","0.309127","6.553594","0.275470","0.530216"
result,"FEQ/NUM925+7.p","Unknown","","Timeout",2.909290,"equality-heavy","false","1675","1058","0.268664","11.059167","0.252537","0.545201"
result,"FEQ/NUM926+2.p","Unknown","","Timeout",3.233829,"equality-heavy","false","959","748","0.363460","5.190962","0.361835","0.510204"
result,"FEQ/NUM926+4.p","Unknown","","Timeout",3.007595,"equality-heavy","false","10245","6437","0.150068","8.231244","0.236408","0.529631"
result,"FEQ/NUM926+7.p","Unknown","","Timeout",2.944328,"equality-heavy","false","1679","1066","0.259241","12.482004","0.245384","0.533317"
result,"FEQ/NUN058+2.p","Unknown","","Timeout",3.022476,"equality-heavy","false","35","28","0.411765","4.117647","0.485714","0.455882"
result,"FEQ/NUN075+2.p","Unknown","","Timeout",3.023324,"equality-heavy","false","35","26","0.337662","3.948052","0.485714","0.519481"
result,"FEQ/NUN086+2.p","Unknown","","Timeout",3.025592,"equality-heavy","false","35","26","0.433333","4.216667","0.485714","0.383333"
result,"FEQ/PRO010+3.p","Unknown","","Theorem",1.885712,"equality-light","false","111","18","0.059603","3.433775","0.117117","0.569536"
result,"FEQ/PRO012+1.p","Unknown","","Theorem",1.853794,"equality-light","false","88","11","0.050459","3.431193","0.147727","0.582569"
result,"FEQ/PRO018+2.p","Unknown","","Theorem",0.704999,"equality-light","false","98","12","0.039735","3.516556","0.163265","0.605960"
result,"FEQ/PUZ077+1.p","Unknown","","Timeout",3.027657,"unknown","false","0","0","0.000000","0.000000","0.000000","0.000000"
result,"FEQ/PUZ078+1.p","Unknown","","Theorem",0.012274,"equality-light","false","52","39","0.414894","2.531915","0.634615","0.595745"
result,"FEQ/REL020+2.p","Unknown","","Timeout",3.004034,"equality-heavy","false","18","18","1.000000","12.333333","1.000000","0.055556"
result,"FEQ/REL021+1.p","Unknown","","Timeout",3.005246,"equality-heavy","false","15","15","1.000000","9.266667","1.000000","0.066667"
result,"FEQ/REL033+1.p","Unknown","","Timeout",3.003920,"equality-heavy","false","15","15","1.000000","9.133333","1.000000","0.066667"
result,"FEQ/REL033+4.p","Unknown","","Timeout",3.003889,"equality-heavy","false","18","19","1.000000","13.000000","0.944444","0.105263"
result,"FEQ/REL035+1.p","Unknown","","Timeout",3.004013,"equality-heavy","false","15","15","1.000000","9.333333","1.000000","0.066667"
result,"FEQ/RNG085+2.p","Unknown","","Theorem",1.193683,"equality-heavy","false","74","53","0.202290","3.717557","0.135135","0.637405"
result,"FEQ/RNG098+2.p","Unknown","","Theorem",2.053693,"equality-heavy","false","80","55","0.200730","3.656934","0.200000","0.631387"
result,"FEQ/SCT115+1.p","Unknown","","Timeout",2.969435,"equality-heavy","false","7030","24518","0.547472","6.123906","0.019203","0.530770"
result,"FEQ/SCT123+1.p","Unknown","","Timeout",3.041520,"equality-heavy","false","810","590","0.295888","12.568706","0.174074","0.479438"
result,"FEQ/SCT131+1.p","Unknown","","Timeout",3.033138,"equality-heavy","false","812","520","0.256790","11.396543","0.165025","0.487407"
result,"FEQ/SCT146+1.p","Unknown","","Timeout",3.043025,"equality-heavy","false","832","650","0.300509","11.773925","0.143029","0.501618"
result,"FEQ/SCT147+1.p","Unknown","","Timeout",3.886349,"equality-heavy","false","789","475","0.225225","11.223329","0.130545","0.504030"
result,"FEQ/SCT151+1.p","Unknown","","Timeout",3.026997,"equality-heavy","false","774","511","0.247218","7.929366","0.169251","0.508950"
result,"FEQ/SCT152+1.p","Unknown","","Theorem",2.363920,"equality-heavy","false","775","515","0.248552","7.921815","0.169032","0.507722"
result,"FEQ/SCT154+1.p","Unknown","","Timeout",3.267892,"equality-heavy","false","794","544","0.259171","8.255360","0.182620","0.504050"
result,"FEQ/SCT170+6.p","Unknown","","Timeout",3.005584,"equality-heavy","false","966","938","0.390021","27.298960","0.236025","0.474428"
result,"FEQ/SET013+4.p","Unknown","","Timeout",2.959414,"equality-light","false","30","6","0.090909","3.757576","0.066667","0.515152"
result,"FEQ/SET017+1.p","Unknown","","Theorem",0.399962,"equality-heavy","false","93","30","0.158730","4.470899","0.247312","0.476190"
result,"FEQ/SET018+1.p","Unknown","","Theorem",0.381220,"equality-heavy","false","92","30","0.159574","4.478723","0.239130","0.478723"
result,"FEQ/SET072+1.p","Unknown","","Theorem",0.417960,"equality-heavy","false","93","30","0.158730","4.470899","0.247312","0.476190"
result,"FEQ/SET082+1.p","Unknown","","Theorem",0.411694,"equality-heavy","false","91","29","0.155080","4.470588","0.230769","0.486631"
result,"FEQ/SET090+1.p","Unknown","","Theorem",0.394107,"equality-heavy","false","96","34","0.173469","4.464286","0.229167","0.469388"
result,"FEQ/SET095+1.p","Unknown","","Theorem",0.404660,"equality-heavy","false","91","28","0.149733","4.470588","0.230769","0.481283"
result,"FEQ/SET098+1.p","Unknown","","Theorem",0.331064,"equality-heavy","false","92","30","0.157895","4.468421","0.228261","0.494737"
result,"FEQ/SET144+3.p","Unknown","","Timeout",2.907518,"equality-heavy","false","21","10","0.222222","3.888889","0.238095","0.466667"
result,"FEQ/SET156+4.p","Unknown","","Timeout",2.959719,"equality-light","false","32","6","0.088235","3.823529","0.125000","0.500000"
result,"FEQ/SET637+3.p","Unknown","","Theorem",0.089292,"equality-heavy","false","19","7","0.166667","3.595238","0.105263","0.523810"
result,"FEQ/SET649+3.p","Unknown","","Timeout",2.957339,"equality-light","false","54","2","0.010870","3.467391","0.148148","0.663043"
result,"FEQ/SET668+3.p","Unknown","","Timeout",3.773817,"equality-light","false","64","11","0.047414","3.547414","0.093750","0.676724"
result,"FEQ/SET710+4.p","Unknown","","Timeout",2.961733,"equality-light","false","141","13","0.030374","5.619159","0.035461","0.514019"
result,"FEQ/SET756+4.p","Unknown","","Timeout",2.959673,"equality-light","false","141","13","0.030374","5.586449","0.035461","0.514019"
result,"FEQ/SET763+4.p","Unknown","","Timeout",2.959679,"equality-light","false","141","13","0.030374","5.567757","0.035461","0.514019"
result,"FEQ/SEU025+1.p","Unknown","","Theorem",0.227109,"equality-light","false","65","8","0.062016","2.713178","0.461538","0.534884"
result,"FEQ/SEU053+1.p","Unknown","","Theorem",0.147569,"equality-light","false","73","23","0.158621","3.000000","0.479452","0.448276"
result,"FEQ/SEU176+2.p","Unknown","","Timeout",3.024703,"equality-heavy","false","225","176","0.310406","4.306878","0.168889","0.500882"
result,"FEQ/SEU258+2.p","Unknown","","Theorem",2.625350,"equality-heavy","false","670","442","0.206639","3.843852","0.141791","0.600281"
result,"FEQ/SEU299+2.p","Unknown","","Timeout",3.075254,"equality-heavy","false","1754","1854","0.226567","4.383111","0.079818","0.582427"
result,"FEQ/SEU314+2.p","Unknown","","Timeout",2.957940,"equality-heavy","false","3280","5483","0.228373","3.885710","0.051524","0.610188"
result,"FEQ/SEU356+2.p","Unknown","","Timeout",2.918039,"equality-heavy","false","4090","6507","0.228308","4.057542","0.057213","0.618224"
result,"FEQ/SEU390+1.p","Unknown","","Theorem",0.243781,"equality-light","false","154","59","0.088456","3.584708","0.227273","0.604198"
result,"FEQ/SEU419+1.p","Unknown","","Theorem",0.308638,"equality-heavy","false","53","16","0.163265","3.602041","0.471698","0.469388"
result,"FEQ/SEU424+2.p","Unknown","","Timeout",3.018688,"equality-heavy","false","52694","182836","0.308402","5.357747","0.018845","0.497182"
result,"FEQ/SEU425+3.p","Unknown","","Timeout",3.017532,"unknown","false","0","0","0.000000","0.000000","0.000000","0.000000"
result,"FEQ/SEU429+2.p","Unknown","","Timeout",3.013726,"equality-heavy","false","52714","182854","0.308389","5.357804","0.018838","0.497210"
result,"FEQ/SEU429+3.p","Unknown","","Timeout",3.017399,"unknown","false","0","0","0.000000","0.000000","0.000000","0.000000"
result,"FEQ/SEU447+2.p","Unknown","","Timeout",3.016572,"equality-heavy","false","52758","182884","0.308362","5.358234","0.018803","0.497252"
result,"FEQ/SEV517+1.p","Unknown","","Timeout",2.961752,"equality-light","false","138","20","0.042194","4.818565","0.028986","0.369198"
result,"FEQ/SEV522+1.p","Unknown","","Timeout",2.959417,"equality-light","false","138","20","0.042283","4.807611","0.036232","0.367865"
result,"FEQ/SEV551+1.p","Unknown","","Timeout",2.957533,"equality-light","false","80","5","0.026316","3.005263","0.050000","0.568421"
result,"FEQ/SEV554+1.p","Unknown","","Timeout",2.957502,"equality-light","false","80","5","0.026316","3.142105","0.050000","0.573684"
result,"FEQ/SEV556+1.p","Unknown","","Timeout",2.957445,"equality-light","false","80","5","0.026316","3.131579","0.050000","0.573684"
result,"FEQ/SEV560+1.p","Unknown","","Timeout",2.957472,"equality-light","false","80","5","0.026316","3.073684","0.050000","0.573684"
result,"FEQ/SEV562+1.p","Unknown","","Timeout",2.957345,"equality-light","false","80","5","0.026316","3.136842","0.050000","0.573684"
result,"FEQ/SEV565+1.p","Unknown","","Timeout",2.957675,"equality-light","false","80","5","0.026316","3.168421","0.050000","0.568421"
result,"FEQ/SEV572+1.p","Unknown","","Timeout",2.958918,"equality-light","false","80","5","0.026316","3.263158","0.050000","0.568421"
result,"FEQ/SEV579+1.p","Unknown","","Timeout",2.958007,"equality-light","false","80","5","0.026316","3.257895","0.050000","0.573684"
result,"FEQ/SEV580+1.p","Unknown","","Timeout",2.957889,"equality-light","false","80","5","0.026316","3.215789","0.050000","0.573684"
result,"FEQ/SWB012+1.p","Unknown","","Timeout",2.915276,"equality-light","false","1229","295","0.053163","4.132817","0.176566","0.701568"
result,"FEQ/SWB013+1.p","Unknown","","Timeout",2.978780,"equality-light","false","1235","295","0.053115","4.132517","0.181377","0.700756"
result,"FEQ/SWB014+1.p","Unknown","","Timeout",2.978992,"equality-light","false","1224","295","0.053211","4.132756","0.173203","0.702201"
result,"FEQ/SWB020+1.p","Unknown","","Timeout",2.906825,"equality-light","false","1231","295","0.053153","4.132613","0.178716","0.701261"
result,"FEQ/SWB022+1.p","Unknown","","Timeout",2.905580,"equality-light","false","1235","295","0.053096","4.132469","0.180567","0.700864"
result,"FEQ/SWB023+1.p","Unknown","","Timeout",2.978988,"equality-light","false","1223","295","0.053220","4.132780","0.172527","0.702327"
result,"FEQ/SWB025+1.p","Unknown","","Timeout",2.905130,"equality-light","false","1231","295","0.053144","4.132589","0.177904","0.701315"
result,"FEQ/SWB026+1.p","Unknown","","Timeout",2.907472,"equality-light","false","1224","295","0.053220","4.132780","0.174020","0.702147"
result,"FEQ/SWB027+1.p","Unknown","","Timeout",2.911601,"equality-light","false","1222","295","0.053239","4.132828","0.172668","0.702400"
result,"FEQ/SWB028+1.p","Unknown","","Timeout",2.906900,"equality-light","false","1220","295","0.053259","4.132876","0.171311","0.702654"
result,"FEQ/SWB028+2.p","Unknown","","Timeout",2.958065,"equality-light","false","40","4","0.035714","3.598214","0.150000","0.571429"
result,"FEQ/SWB039+1.p","Unknown","","Timeout",2.913828,"equality-light","false","1222","295","0.053201","4.132732","0.171849","0.702615"
result,"FEQ/SWB043+1.p","Unknown","","Timeout",2.911672,"equality-light","false","1219","295","0.053268","4.132900","0.170632","0.702781"
result,"FEQ/SWB045+1.p","Unknown","","Timeout",2.914549,"equality-light","false","1221","295","0.053249","4.132852","0.171990","0.702527"
result,"FEQ/SWB046+1.p","Unknown","","Timeout",2.906848,"equality-light","false","1221","295","0.053249","4.132852","0.171990","0.702527"
result,"FEQ/SWB047+1.p","Unknown","","Timeout",2.911624,"equality-light","false","1218","295","0.053278","4.132924","0.169951","0.702908"
result,"FEQ/SWB050+1.p","Unknown","","Timeout",2.908871,"equality-light","false","1232","295","0.053144","4.132589","0.179383","0.701135"
result,"FEQ/SWB055+1.p","Unknown","","Timeout",2.906208,"equality-light","false","1222","295","0.053201","4.132732","0.171849","0.702615"
result,"FEQ/SWB056+1.p","Unknown","","Timeout",2.908729,"equality-light","false","1223","295","0.053230","4.132804","0.173344","0.702274"
result,"FEQ/SWB058+1.p","Unknown","","Timeout",2.979060,"equality-light","false","1223","295","0.053230","4.132804","0.173344","0.702274"
result,"FEQ/SWB059+1.p","Unknown","","Timeout",2.978552,"equality-light","false","1222","295","0.053201","4.132732","0.171849","0.702615"
result,"FEQ/SWB062+1.p","Unknown","","Timeout",2.911972,"equality-light","false","1236","295","0.053105","4.132493","0.182039","0.700630"
result,"FEQ/SWB067+1.p","Unknown","","Timeout",2.908129,"equality-light","false","1218","295","0.053278","4.132924","0.169951","0.702908"
result,"FEQ/SWB069+1.p","Unknown","","Timeout",2.908878,"equality-light","false","1225","295","0.053144","4.132589","0.173878","0.702396"
result,"FEQ/SWB073+1.p","Unknown","","Timeout",2.910980,"equality-light","false","1217","295","0.053288","4.132948","0.169269","0.703035"
result,"FEQ/SWB075+1.p","Unknown","","Timeout",2.912758,"equality-light","false","1217","295","0.053288","4.132948","0.169269","0.703035"
result,"FEQ/SWB077+1.p","Unknown","","Timeout",2.910491,"equality-light","false","1218","295","0.053278","4.132924","0.169951","0.702908"
result,"FEQ/SWB083+1.p","Unknown","","Timeout",2.910262,"equality-light","false","1220","295","0.053259","4.132876","0.171311","0.702654"
result,"FEQ/SWB086+1.p","Unknown","","Timeout",2.911998,"equality-light","false","1221","295","0.053249","4.133574","0.171990","0.702527"
result,"FEQ/SWB092+1.p","Unknown","","Timeout",2.910861,"equality-light","false","1233","295","0.053134","4.132925","0.180049","0.701009"
result,"FEQ/SWB095+1.p","Unknown","","Timeout",2.907718,"equality-light","false","1223","295","0.053230","4.133526","0.173344","0.702274"
result,"FEQ/SWB097+1.p","Unknown","","Timeout",2.912309,"equality-light","false","1221","295","0.053249","4.133213","0.171990","0.702527"
result,"FEQ/SWB098+1.p","Unknown","","Timeout",2.908478,"equality-light","false","1221","295","0.053249","4.132852","0.171990","0.702527"
result,"FEQ/SWB099+1.p","Unknown","","Timeout",2.908894,"equality-light","false","1221","295","0.053249","4.132852","0.171990","0.702527"
result,"FEQ/SWB100+1.p","Unknown","","Timeout",2.910191,"equality-light","false","1219","295","0.053259","4.132876","0.169811","0.702834"
result,"FEQ/SWB101+1.p","Unknown","","Timeout",2.905215,"equality-light","false","1221","295","0.053249","4.133574","0.171990","0.702527"
result,"FEQ/SWB102+1.p","Unknown","","Timeout",2.908588,"equality-light","false","1224","295","0.053220","4.133502","0.174020","0.702147"
result,"FEQ/SWB103+1.p","Unknown","","Timeout",2.906802,"equality-light","false","1230","295","0.053163","4.133718","0.178049","0.701388"
result,"FEQ/SWB104+1.p","Unknown","","Timeout",2.979557,"equality-light","false","1227","295","0.053191","4.133429","0.176039","0.701767"
result,"FEQ/SWB108+1.p","Unknown","","Timeout",2.978846,"equality-light","false","1221","295","0.053249","4.133213","0.171990","0.702527"
result,"FEQ/SWC005+1.p","Unknown","","Theorem",0.249241,"equality-light","false","201","118","0.158816","2.921938","0.094527","0.650067"
result,"FEQ/SWC199+1.p","Unknown","","Timeout",3.877610,"equality-light","false","199","113","0.155007","2.920439","0.090452","0.647462"
result,"FEQ/SWC386+1.p","Unknown","","Theorem",0.245660,"equality-light","false","205","124","0.167568","2.918919","0.087805","0.635135"
result,"FEQ/SWV034+1.p","Unknown","","Theorem",0.199440,"equality-heavy","false","582","1915","0.302958","5.210252","0.115120","0.742604"
result,"FEQ/SWV053+1.p","Unknown","","Theorem",0.062843,"equality-heavy","false","309","383","0.216018","10.331077","0.194175","0.584884"
result,"FEQ/SWV055+1.p","Unknown","","Theorem",0.055235,"equality-heavy","false","306","373","0.214245","10.314187","0.189542","0.578978"
result,"FEQ/SWV089+1.p","Unknown","","Theorem",0.050319,"equality-heavy","false","289","372","0.218824","10.455882","0.173010","0.581176"
result,"FEQ/SWV090+1.p","Unknown","","Theorem",0.050420,"equality-heavy","false","303","402","0.232504","10.358010","0.211221","0.580104"
result,"FEQ/SWV092+1.p","Unknown","","Theorem",0.053629,"equality-heavy","false","319","530","0.284793","9.924234","0.238245","0.601290"
result,"FEQ/SWV118+1.p","Unknown","","Timeout",3.031198,"unknown","false","0","0","0.000000","0.000000","0.000000","0.000000"
result,"FEQ/SWV198+1.p","Unknown","","Theorem",0.070392,"equality-heavy","false","331","396","0.226934","10.222923","0.274924","0.567908"
result,"FEQ/SWV199+1.p","Unknown","","Theorem",0.069938,"equality-heavy","false","334","402","0.229583","10.198172","0.272455","0.569389"
result,"FEQ/SWV233+1.p","Unknown","","Timeout",3.071428,"equality-heavy","false","32","12","0.179104","4.000000","0.437500","0.537313"
result,"FEQ/SWV234+1.p","Unknown","","Timeout",2.958348,"equality-light","false","26","5","0.092593","4.611111","0.576923","0.537037"
result,"FEQ/SWV234+2.p","Unknown","","Timeout",2.907469,"equality-heavy","false","22","5","0.135135","4.324324","0.681818","0.432432"
result,"FEQ/SWV374+1.p","Unknown","","Theorem",0.071300,"equality-heavy","false","52","33","0.317308","5.480769","0.346154","0.423077"
result,"FEQ/SWV404+1.p","Unknown","","Theorem",0.071250,"equality-heavy","false","55","32","0.296296","5.527778","0.363636","0.425926"
result,"FEQ/SWV408+2.p","Unknown","","Timeout",3.004492,"equality-heavy","false","57","32","0.283186","5.433628","0.350877","0.442478"
result,"FEQ/SWV449+1.p","Unknown","","Timeout",3.073258,"equality-heavy","false","122","100","0.454545","4.245455","0.483607","0.536364"
result,"FEQ/SWV451+1.p","Unknown","","Theorem",0.021535,"equality-heavy","false","127","108","0.471616","4.192140","0.472441","0.537118"
result,"FEQ/SWV452+1.p","Unknown","","Timeout",3.069458,"equality-heavy","false","126","111","0.478448","4.228448","0.436508","0.530172"
result,"FEQ/SWV453+1.p","Unknown","","Timeout",3.020264,"equality-heavy","false","126","111","0.478448","4.228448","0.436508","0.530172"
result,"FEQ/SWV455+1.p","Unknown","","Timeout",3.044404,"equality-heavy","false","122","103","0.457778","4.253333","0.442623","0.573333"
result,"FEQ/SWV457+1.p","Unknown","","Timeout",3.024363,"equality-heavy","false","125","109","0.436000","4.412000","0.440000","0.592000"
result,"FEQ/SWV458+1.p","Unknown","","Timeout",3.040076,"equality-heavy","false","134","135","0.459184","4.561224","0.432836","0.619048"
result,"FEQ/SWV459+1.p","Unknown","","Timeout",3.031861,"equality-heavy","false","134","135","0.459184","4.551020","0.432836","0.622449"
result,"FEQ/SWV460+1.p","Unknown","","Timeout",3.038815,"equality-heavy","false","124","111","0.444000","4.384000","0.435484","0.588000"
result,"FEQ/SWV462+1.p","Unknown","","Timeout",3.057610,"equality-heavy","false","130","129","0.454225","4.605634","0.438462","0.630282"
result,"FEQ/SWV466+1.p","Unknown","","Timeout",3.065675,"equality-heavy","false","134","130","0.451389","4.614583","0.455224","0.618056"
result,"FEQ/SWV468+1.p","Unknown","","Timeout",3.018037,"equality-heavy","false","132","139","0.455738","4.560656","0.416667","0.639344"
result,"FEQ/SWV471+1.p","Unknown","","Timeout",3.068482,"equality-heavy","false","123","125","0.477099","4.431298","0.439024","0.603053"
result,"FEQ/SWV472+1.p","Unknown","","Timeout",3.042269,"equality-heavy","false","127","128","0.481203","4.481203","0.456693","0.597744"
result,"FEQ/SWV473+1.p","Unknown","","Timeout",3.076852,"equality-heavy","false","122","126","0.479087","4.437262","0.426230","0.608365"
result,"FEQ/SWV476+1.p","Unknown","","Theorem",0.034065,"equality-heavy","false","138","164","0.464589","4.713881","0.427536","0.671388"
result,"FEQ/SWV479+1.p","Unknown","","Theorem",0.034019,"equality-heavy","false","138","162","0.460227","4.707386","0.434783","0.673295"
result,"FEQ/SWV480+1.p","Unknown","","Theorem",0.030587,"equality-heavy","false","137","161","0.458689","4.706553","0.430657","0.675214"
result,"FEQ/SWV486+1.p","Unknown","","Theorem",0.158204,"equality-heavy","false","22","13","0.240741","3.666667","0.363636","0.611111"
result,"FEQ/SWV486+2.p","Unknown","","Theorem",0.427612,"equality-heavy","false","23","14","0.229508","3.622951","0.347826","0.639344"
result,"FEQ/SWV487+1.p","Unknown","","Theorem",1.814323,"equality-heavy","false","22","13","0.240741","3.666667","0.363636","0.611111"
result,"FEQ/SWV490+3.p","Unknown","","Timeout",2.906799,"equality-heavy","false","27","21","0.304348","3.579710","0.296296","0.608696"
result,"FEQ/SWV491+4.p","Unknown","","Theorem",0.188703,"equality-heavy","false","26","19","0.283582","3.597015","0.307692","0.641791"
result,"FEQ/SWV492+1.p","Unknown","","Theorem",1.044549,"equality-heavy","false","35","25","0.280899","3.584270","0.114286","0.471910"
result,"FEQ/SWW097+1.p","Unknown","","Timeout",3.104869,"equality-heavy","false","94","84","0.383562","3.534247","0.372340","0.401826"
result,"FEQ/SWW102+1.p","Unknown","","Timeout",3.050208,"equality-heavy","false","94","84","0.383562","3.525114","0.372340","0.401826"
result,"FEQ/SWW238+1.p","Unknown","","Timeout",3.004654,"equality-heavy","false","1792","1090","0.223361","6.073566","0.186942","0.545082"
result,"FEQ/SWW273+1.p","Unknown","","Theorem",1.996115,"equality-heavy","false","1648","1194","0.266875","5.890255","0.165049","0.582030"
result,"FEQ/SWW291+1.p","Unknown","","Timeout",3.309511,"equality-heavy","false","1723","1149","0.236663","5.905870","0.164248","0.589083"
result,"FEQ/SWW297+1.p","Unknown","","Timeout",3.007605,"equality-heavy","false","7539","5831","0.309140","11.340526","0.220719","0.520411"
result,"FEQ/SWW313+1.p","Unknown","","Timeout",3.006559,"equality-heavy","false","7504","5791","0.308114","11.435222","0.219883","0.519659"
result,"FEQ/SWW314+1.p","Unknown","","Timeout",3.008914,"equality-heavy","false","7510","5797","0.308220","11.430561","0.219973","0.519672"
result,"FEQ/SWW315+1.p","Unknown","","Timeout",3.007361,"equality-heavy","false","7506","5792","0.308101","11.433640","0.220091","0.519655"
result,"FEQ/SWW337+1.p","Unknown","","Timeout",3.007092,"equality-heavy","false","7497","5786","0.307700","11.426239","0.219955","0.521059"
result,"FEQ/SWW342+1.p","Unknown","","Timeout",3.007731,"equality-heavy","false","7396","5924","0.323504","11.556247","0.231612","0.519441"
result,"FEQ/SWW345+1.p","Unknown","","Timeout",3.007487,"equality-heavy","false","7388","5910","0.323021","11.527875","0.232133","0.519458"
result,"FEQ/SWW348+1.p","Unknown","","Timeout",3.007322,"equality-heavy","false","7437","5928","0.323563","11.611157","0.233696","0.517766"
result,"FEQ/SWW350+1.p","Unknown","","Timeout",3.007415,"equality-heavy","false","7436","5925","0.323488","11.614490","0.233862","0.517635"
result,"FEQ/SWW374+1.p","Unknown","","Timeout",3.007165,"equality-heavy","false","7493","5972","0.324072","11.392446","0.233952","0.514869"
result,"FEQ/SWW383+1.p","Unknown","","Timeout",3.007032,"equality-heavy","false","7491","5904","0.319896","11.579974","0.232412","0.515767"
result,"FEQ/SWW385+1.p","Unknown","","Timeout",3.006758,"equality-heavy","false","7487","5917","0.320774","11.561151","0.232937","0.516372"
result,"FEQ/SWW386+1.p","Unknown","","Timeout",3.007508,"equality-heavy","false","7489","5910","0.320238","11.568247","0.232741","0.516229"
result,"FEQ/SWW470+1.p","Unknown","","Timeout",3.029736,"equality-heavy","false","218","178","0.370062","7.303534","0.256881","0.459459"
result,"FEQ/SWW470+3.p","Unknown","","Timeout",3.009489,"equality-heavy","false","1924","1451","0.339574","8.383103","0.257796","0.476714"
result,"FEQ/SWW470+6.p","Unknown","","Timeout",2.929656,"equality-heavy","false","829","615","0.318158","26.869633","0.255730","0.505949"
result,"FEQ/SWW470+7.p","Unknown","","Theorem",2.789525,"equality-heavy","false","1611","1090","0.253547","21.658758","0.181875","0.560828"
result,"FEQ/SWW473+1.p","Unknown","","Timeout",3.036583,"equality-heavy","false","548","196","0.163062","5.868552","0.235401","0.502496"
result,"FEQ/SWW473+2.p","Unknown","","Timeout",3.304989,"equality-heavy","false","1356","676","0.198882","5.766696","0.197640","0.542218"
result,"FEQ/SWW473+5.p","Unknown","","Theorem",0.105022,"equality-heavy","false","200","104","0.265306","20.775510","0.330000","0.448980"
result,"FEQ/SWW474+1.p","Unknown","","Timeout",3.025396,"equality-heavy","false","577","363","0.272727","5.320811","0.235702","0.516905"
result,"FEQ/SWW474+2.p","Unknown","","Timeout",3.286678,"equality-heavy","false","1309","845","0.253449","7.017397","0.239114","0.515297"
result,"FEQ/SWW474+7.p","Unknown","","Timeout",2.925066,"equality-heavy","false","1515","1235","0.330656","27.004552","0.215842","0.518608"
result,"FEQ/SWW477+7.p","Unknown","","Timeout",3.013921,"equality-heavy","false","1623","1431","0.399386","141.275747","0.356131","0.499023"
result,"FEQ/SWW478+7.p","Unknown","","Timeout",3.018561,"equality-heavy","false","1590","1311","0.375752","140.635999","0.342138","0.495844"
result,"FEQ/SWW874+1.p","Unknown","","Theorem",0.011789,"equality-heavy","false","38","38","0.760000","45.300000","0.736842","0.260000"
result,"FEQ/SWW878+1.p","Unknown","","Theorem",0.011608,"equality-heavy","false","65","53","0.313609","6.917160","0.200000","0.479290"
result,"FEQ/SWW900+1.p","Unknown","","Theorem",0.016535,"equality-heavy","false","97","87","0.621429","13.507143","0.608247","0.314286"
