dune exec -- bench/run_bench.exe --onlyip --dir /home/etudiant/Cours/stage/TPTP-v9.2.1/Problems/SYN/ --time-limit 3 --robust-time-limit  --logs bench_logs_syn_final  --mode ordered-fallback
problem                                                      | expected           | rating       | ip                    
SYN406+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN407+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN407^7.p                                                   | CounterSatisfiable | 0.67 v9.0.0  | Error (0.008s)        
SYN408+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN409+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN410+1.p                                                   | Theorem            | 0.00 v4.1.0  | Unsatisfiable (0.007s)
SYN411+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN412+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN413+1.p                                                   | Theorem            | 0.05 v9.1.0  | Unsatisfiable (0.011s)
SYN414+1.p                                                   | CounterSatisfiable | 0.00 v5.3.0  | Timeout (3.010s)      
SYN415+1.p                                                   | Theorem            | 0.12 v9.1.0  | Unsatisfiable (0.944s)
SYN416+1.p                                                   | Theorem            | 0.00 v4.1.0  | Unsatisfiable (0.008s)
SYN416^4.p                                                   | CounterSatisfiable | 0.33 v9.0.0  | Error (0.007s)        
SYN416^7.p                                                   | CounterSatisfiable | 0.33 v9.0.0  | Error (0.006s)        
SYN417+1.p                                                   | Theorem            | 0.09 v9.1.0  | Timeout (3.009s)      
SYN418+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.027s)      
SYN418-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.014s)      
SYN419+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.025s)      
SYN419-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.015s)      
SYN420+1.p                                                   | CounterSatisfiable | 0.00 v6.1.0  | Timeout (3.033s)      
SYN420-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.017s)      
SYN421+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.029s)      
SYN421-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.017s)      
SYN422+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.025s)      
SYN422-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.016s)      
SYN423+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.022s)      
SYN423-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.016s)      
SYN424+1.p                                                   | CounterSatisfiable | 0.00 v6.2.0  | Timeout (3.050s)      
SYN424-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.016s)      
SYN425+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.028s)      
SYN425-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.019s)      
SYN426+1.p                                                   | CounterSatisfiable | 0.00 v6.2.0  | Timeout (3.032s)      
SYN426-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.015s)      
SYN427+1.p                                                   | CounterSatisfiable | 0.00 v6.2.0  | Timeout (3.060s)      
SYN427-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.016s)      
SYN428+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.037s)      
SYN428-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.016s)      
SYN429+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.028s)      
SYN429-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.017s)      
SYN430+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.011s)      
SYN430-1.p                                                   | Satisfiable        | 0.00 v2.2.1  | Timeout (3.012s)      
SYN431+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.011s)      
SYN431-1.p                                                   | Satisfiable        | 0.00 v6.2.0  | Timeout (3.012s)      
SYN432+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.011s)      
SYN432-1.p                                                   | Satisfiable        | 0.00 v2.2.1  | Timeout (3.012s)      
SYN433+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.012s)      
SYN433-1.p                                                   | Satisfiable        | 0.00 v2.2.1  | Timeout (3.012s)      
SYN434+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.012s)      
SYN434-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.012s)      
SYN435+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.012s)      
SYN435-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.012s)      
SYN436+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.011s)      
SYN436-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN437+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.012s)      
SYN437-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.013s)      
SYN438+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.011s)      
SYN438-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.012s)      
SYN439+1.p                                                   | Theorem            | 0.00 v7.0.0  | Timeout (3.012s)      
SYN439-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN440+1.p                                                   | Theorem            | 0.00 v7.0.0  | Timeout (3.014s)      
SYN440-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN441+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.012s)      
SYN441-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.013s)      
SYN442+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN442-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN443+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.012s)      
SYN443-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.013s)      
SYN444+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN444-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.011s)      
SYN445+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.013s)      
SYN445-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN446+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.012s)      
SYN446-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.012s)      
SYN447+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN447-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN448+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN448-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN449+1.p                                                   | CounterSatisfiable | 0.00 v6.1.0  | Timeout (3.013s)      
SYN449-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.011s)      
SYN450+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.011s)      
SYN450-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.011s)      
SYN451+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN451-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN452+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.013s)      
SYN452-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN453+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.012s)      
SYN453-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.012s)      
SYN454+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.011s)      
SYN454-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN455+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN455-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN456+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.012s)      
SYN456-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.011s)      
SYN457+1.p                                                   | Theorem            | 0.33 v9.1.0  | Timeout (3.013s)      
SYN457-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN458+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.011s)      
SYN458-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN459+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN459-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.013s)      
SYN460+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.013s)      
SYN460-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.013s)      
SYN461+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.013s)      
SYN461-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.013s)      
SYN462+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.013s)      
SYN462-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.011s)      
SYN463+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.013s)      
SYN463-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.012s)      
SYN464+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.012s)      
SYN464-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.013s)      
SYN465+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.012s)      
SYN465-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN466+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN466-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN467+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.012s)      
SYN467-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN468+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN468-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.011s)      
SYN469+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.012s)      
SYN469-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.011s)      
SYN470+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.013s)      
SYN470-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.011s)      
SYN471+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.013s)      
SYN471-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.011s)      
SYN472+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.013s)      
SYN472-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN473+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.012s)      
SYN473-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN474+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN474-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN475+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.013s)      
SYN475-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.013s)      
SYN476+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.014s)      
SYN476-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN477+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.011s)      
SYN477-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN478+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN478-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.013s)      
SYN479+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN479-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN480+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.013s)      
SYN480-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.013s)      
SYN481+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.013s)      
SYN481-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN482+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.011s)      
SYN482-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.013s)      
SYN483+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN483-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.011s)      
SYN484+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.013s)      
SYN484-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.013s)      
SYN485+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.012s)      
SYN485-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN486+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.013s)      
SYN486-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.013s)      
SYN487+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN487-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN488+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN488-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN489+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.012s)      
SYN489-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN490+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.011s)      
SYN490-1.p                                                   | Satisfiable        | 0.00 v2.2.0  | Timeout (3.010s)      
SYN491+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.010s)      
SYN491-1.p                                                   | Satisfiable        | 0.00 v2.2.0  | Timeout (3.010s)      
SYN492+1.p                                                   | CounterSatisfiable | 0.00 v5.4.0  | Timeout (3.013s)      
SYN492-1.p                                                   | Satisfiable        | 0.00 v2.2.0  | Timeout (3.011s)      
SYN493+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.011s)      
SYN493-1.p                                                   | Satisfiable        | 0.00 v2.2.0  | Timeout (3.011s)      
SYN494+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.011s)      
SYN494-1.p                                                   | Satisfiable        | 0.00 v2.2.0  | Timeout (3.011s)      
SYN495+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.012s)      
SYN495-1.p                                                   | Satisfiable        | 0.00 v2.1.0  | Timeout (3.010s)      
SYN496+1.p                                                   | CounterSatisfiable | 0.00 v6.1.0  | Timeout (3.010s)      
SYN496-1.p                                                   | Satisfiable        | 0.00 v2.2.0  | Timeout (3.011s)      
SYN497+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.011s)      
SYN497-1.p                                                   | Satisfiable        | 0.00 v2.2.0  | Timeout (3.010s)      
SYN498+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.014s)      
SYN498-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.011s)      
SYN499+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN499-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN500+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN500-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.013s)      
SYN501+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.013s)      
SYN501-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.011s)      
SYN502+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.013s)      
SYN502-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.013s)      
SYN503+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.013s)      
SYN503-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN504+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.013s)      
SYN504-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.014s)      
SYN505+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.013s)      
SYN505-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN506+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.012s)      
SYN506-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN507+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.013s)      
SYN507-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.011s)      
SYN508+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.014s)      
SYN508-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN509+1.p                                                   | Theorem            | 0.00 v5.5.0  | Timeout (3.013s)      
SYN509-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN510+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.011s)      
SYN510-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN511+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.013s)      
SYN511-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.013s)      
SYN512+1.p                                                   | Theorem            | 0.00 v6.1.0  | Timeout (3.013s)      
SYN512-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.012s)      
SYN513+1.p                                                   | CounterSatisfiable | 0.00 v6.2.0  | Timeout (3.025s)      
SYN513-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.015s)      
SYN514+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.017s)      
SYN514-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.015s)      
SYN515+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.016s)      
SYN515-1.p                                                   | Satisfiable        | 0.00 v2.2.1  | Timeout (3.012s)      
SYN516+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.012s)      
SYN516-1.p                                                   | Satisfiable        | 0.00 v2.1.0  | Timeout (3.011s)      
SYN517+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.011s)      
SYN517-1.p                                                   | Satisfiable        | 0.00 v2.2.0  | Timeout (3.015s)      
SYN518+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.040s)      
SYN518-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.015s)      
SYN519+1.p                                                   | CounterSatisfiable | 0.00 v6.2.0  | Timeout (3.025s)      
SYN519-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.016s)      
SYN520+1.p                                                   | CounterSatisfiable | 0.00 v6.2.0  | Timeout (3.022s)      
SYN520-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.014s)      
SYN521+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.014s)      
SYN521-1.p                                                   | Satisfiable        | 0.00 v2.2.1  | Timeout (3.011s)      
SYN522+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.016s)      
SYN522-1.p                                                   | Satisfiable        | 0.00 v5.0.0  | Timeout (3.013s)      
SYN523+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.011s)      
SYN523-1.p                                                   | Satisfiable        | 0.00 v2.1.0  | Timeout (3.011s)      
SYN524+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.013s)      
SYN524-1.p                                                   | Satisfiable        | 0.00 v2.2.1  | Timeout (3.014s)      
SYN525+1.p                                                   | CounterSatisfiable | 0.00 v6.0.0  | Timeout (3.013s)      
SYN525-1.p                                                   | Satisfiable        | 0.00 v2.2.1  | Timeout (3.012s)      
SYN526+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.015s)      
SYN526-1.p                                                   | Satisfiable        | 0.00 v2.2.1  | Timeout (3.012s)      
SYN527+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.011s)      
SYN527-1.p                                                   | Satisfiable        | 0.00 v2.1.0  | Timeout (3.011s)      
SYN528+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.015s)      
SYN528-1.p                                                   | Satisfiable        | 0.00 v2.2.1  | Timeout (3.012s)      
SYN529+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.013s)      
SYN529-1.p                                                   | Satisfiable        | 0.00 v2.2.1  | Timeout (3.014s)      
SYN530+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.012s)      
SYN530-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.011s)      
SYN531+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.011s)      
SYN531-1.p                                                   | Satisfiable        | 0.00 v2.2.0  | Timeout (3.015s)      
SYN532+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.017s)      
SYN532-1.p                                                   | Satisfiable        | 0.00 v2.2.1  | Timeout (3.013s)      
SYN533+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.012s)      
SYN533-1.p                                                   | Satisfiable        | 0.00 v2.2.1  | Timeout (3.012s)      
SYN534+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.012s)      
SYN534-1.p                                                   | Satisfiable        | 0.00 v2.2.0  | Timeout (3.011s)      
SYN535+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.012s)      
SYN535-1.p                                                   | Satisfiable        | 0.00 v2.2.1  | Timeout (3.012s)      
SYN536+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.013s)      
SYN536-1.p                                                   | Satisfiable        | 0.00 v2.4.0  | Timeout (3.012s)      
SYN537+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.012s)      
SYN537-1.p                                                   | Satisfiable        | 0.00 v2.2.1  | Timeout (3.012s)      
SYN538+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.016s)      
SYN538-1.p                                                   | Satisfiable        | 0.00 v5.0.0  | Timeout (3.011s)      
SYN539+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.014s)      
SYN539-1.p                                                   | Satisfiable        | 0.00 v3.1.0  | Timeout (3.013s)      
SYN540+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.013s)      
SYN540-1.p                                                   | Satisfiable        | 0.00 v6.2.0  | Timeout (3.011s)      
SYN541+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | Timeout (3.014s)      
SYN541-1.p                                                   | Satisfiable        | 0.00 v3.2.0  | Timeout (3.012s)      
SYN542+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.013s)      
SYN542-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.013s)      
SYN543+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.013s)      
SYN543-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.013s)      
SYN544+1.p                                                   | CounterSatisfiable | 0.00 v6.0.0  | Timeout (3.026s)      
SYN544-1.p                                                   | Satisfiable        | 0.00 v6.2.0  | Timeout (3.015s)      
SYN545+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.025s)      
SYN545-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.016s)      
SYN546+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.027s)      
SYN546-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.017s)      
SYN547+1.p                                                   | CounterSatisfiable | 0.00 v5.5.0  | Timeout (3.024s)      
SYN547-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.015s)      
SYN548+1.p                                                   | Theorem            | 0.25 v9.1.0  | Timeout (3.011s)      
SYN549+1.p                                                   | Theorem            | 0.15 v9.1.0  | Timeout (3.011s)      
SYN550+1.p                                                   | Theorem            | 0.15 v9.1.0  | Timeout (3.010s)      
SYN551+1.p                                                   | Theorem            | 0.09 v9.1.0  | Timeout (3.011s)      
SYN551+2.p                                                   | Theorem            | 0.18 v9.1.0  | Timeout (3.011s)      
SYN551+3.p                                                   | Theorem            | 0.09 v9.1.0  | Timeout (3.011s)      
SYN552-1.p                                                   | Satisfiable        | 0.00 v6.1.0  | GaveUp (0.009s)       
SYN553-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.009s)      
SYN554-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Unsatisfiable (0.156s)
SYN555-1.p                                                   | Unsatisfiable      | 0.00 v5.3.0  | Unsatisfiable (2.010s)
SYN556-1.p                                                   | Unsatisfiable      | 0.29 v9.1.0  | Timeout (3.013s)      
SYN557-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Unsatisfiable (0.335s)
SYN558-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.011s)      
SYN559-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.010s)      
SYN560-1.p                                                   | Unsatisfiable      | 0.00 v9.1.0  | Timeout (3.012s)      
SYN561-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.011s)      
SYN562-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.011s)      
SYN563-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.011s)      
SYN563-10.p                                                  | Unsatisfiable      | 0.26 v9.1.0  | Timeout (1.225s)      
SYN564-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.010s)      
SYN565-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.011s)      
SYN566-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.011s)      
