dune exec -- bench/run_bench.exe --onlyip --dir /home/etudiant/Cours/stage/TPTP-v9.2.1/Problems/SYN/ --time-limit 3 --robust-time-limit  --logs bench_logs_syn_final  --mode ordered-fallback
problem                                                      | expected           | rating       | ip                    
SYN191-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN192-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.015s)      
SYN193-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN193-10.p                                                  | Unsatisfiable      | 0.09 v9.1.0  | Timeout (1.303s)      
SYN194-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.015s)      
SYN195-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN196-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.642s)
SYN197-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.058s)
SYN198-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.671s)
SYN199-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.590s)
SYN200-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.675s)
SYN201-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (1.333s)
SYN202-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN203-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN204-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.018s)      
SYN205-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN206-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.016s)      
SYN207-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN208-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN209-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.015s)      
SYN210-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN211-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN212-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN213-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN214-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN214-10.p                                                  | Unsatisfiable      | 0.09 v9.1.0  | Timeout (1.203s)      
SYN215-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN216-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN217-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.015s)      
SYN218-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN219-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN220-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (1.503s)
SYN221-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (1.519s)
SYN222-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (1.646s)
SYN223-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (1.499s)
SYN224-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (1.567s)
SYN225-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN226-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (1.489s)
SYN227-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN228-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (1.628s)
SYN229-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (1.659s)
SYN230-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (1.563s)
SYN231-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (1.521s)
SYN232-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (1.538s)
SYN233-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (1.519s)
SYN234-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN235-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (2.102s)
SYN236-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (1.480s)
SYN237-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.039s)
SYN238-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.042s)
SYN239-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.040s)
SYN240-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.040s)
SYN241-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.040s)
SYN242-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.041s)
SYN243-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN244-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.042s)
SYN245-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.041s)
SYN246-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.061s)
SYN247-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.041s)
SYN248-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN249-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN250-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN251-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN252-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.015s)      
SYN253-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN254-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.015s)      
SYN255-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.176s)
SYN256-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.185s)
SYN257-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.018s)
SYN258-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.185s)
SYN259-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.178s)
SYN260-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.169s)
SYN261-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.105s)
SYN262-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN263-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.016s)      
SYN264-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.015s)      
SYN265-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.877s)
SYN266-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.016s)      
SYN267-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (2.562s)
SYN268-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (2.761s)
SYN269-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.016s)      
SYN270-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN271-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.016s)      
SYN272-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN273-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.018s)      
SYN274-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.017s)
SYN275-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.016s)
SYN276-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.017s)
SYN277-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.114s)
SYN278-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.141s)
SYN279-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.015s)      
SYN280-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.129s)
SYN281-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.308s)
SYN282-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.121s)
SYN283-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN284-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN285-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN286-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.015s)      
SYN287-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.141s)
SYN288-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.133s)
SYN289-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.016s)      
SYN290-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.316s)
SYN291-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.128s)
SYN292-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.312s)
SYN293-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN294-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN295-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.131s)
SYN296-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN297-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.151s)
SYN298-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.015s)      
SYN299-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN300-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN301-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.017s)      
SYN302-1.003.p                                               | Satisfiable        | 0.00 v2.1.0  | Timeout (3.010s)      
SYN303-1.p                                                   | Satisfiable        | 0.00 v8.2.0  | Timeout (3.010s)      
SYN303-10.p                                                  | Satisfiable        | 0.60 v9.1.0  | GaveUp (0.009s)       
SYN304-1.p                                                   | Satisfiable        | 0.00 v3.1.0  | GaveUp (0.009s)       
SYN305-1.p                                                   | Satisfiable        | 0.60 v9.1.0  | GaveUp (0.007s)       
SYN306-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.013s)      
SYN307-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.010s)      
SYN308-1.p                                                   | Satisfiable        | 0.00 v3.1.0  | GaveUp (0.010s)       
SYN309-1.p                                                   | Satisfiable        | 0.00 v3.1.0  | GaveUp (0.008s)       
SYN310-1.p                                                   | Unsatisfiable      | 0.00 v5.5.0  | Unsatisfiable (2.681s)
SYN311-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.011s)      
SYN312-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.011s)      
SYN313-1.001.002.p                                           | Unsatisfiable      | 0.08 v9.1.0  | Unsatisfiable (1.401s)
SYN314-1.002.001.p                                           | Unsatisfiable      | 0.85 v9.1.0  | Timeout (3.011s)      
SYN315+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.011s)
SYN315-1.p                                                   | Unsatisfiable      | 0.00 v2.0.0  | Unsatisfiable (0.009s)
SYN316+1.p                                                   | CounterSatisfiable | 0.00 v5.4.0  | Timeout (3.009s)      
SYN316-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.010s)      
SYN317+1.p                                                   | Theorem            | 0.00 v4.1.0  | Unsatisfiable (0.012s)
SYN317-1.p                                                   | Satisfiable        | 0.00 v2.0.0  | GaveUp (0.008s)       
SYN318+1.p                                                   | Theorem            | 0.05 v9.1.0  | Unsatisfiable (0.007s)
SYN318-1.p                                                   | Unsatisfiable      | 0.00 v2.0.0  | Unsatisfiable (0.007s)
SYN319+1.p                                                   | Theorem            | 0.05 v9.1.0  | Unsatisfiable (0.008s)
SYN319-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Unsatisfiable (0.009s)
SYN320+1.p                                                   | CounterSatisfiable | 0.00 v5.4.0  | GaveUp (0.008s)       
SYN320-1.p                                                   | Satisfiable        | 0.00 v3.1.0  | GaveUp (0.008s)       
SYN321+1.p                                                   | Theorem            | 0.10 v9.1.0  | Unsatisfiable (0.009s)
SYN321-1.p                                                   | Unsatisfiable      | 0.00 v5.5.0  | Unsatisfiable (0.009s)
SYN322+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | GaveUp (0.008s)       
SYN322-1.p                                                   | Satisfiable        | 0.00 v2.0.0  | GaveUp (0.008s)       
SYN323+1.p                                                   | Theorem            | 0.00 v5.5.0  | Unsatisfiable (0.009s)
SYN323-1.p                                                   | Unsatisfiable      | 0.00 v2.0.0  | Unsatisfiable (0.008s)
SYN324+1.p                                                   | CounterSatisfiable | 0.00 v5.4.0  | Timeout (3.008s)      
SYN324-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.010s)      
SYN325+1.p                                                   | Theorem            | 0.05 v9.1.0  | Unsatisfiable (0.010s)
SYN325-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Unsatisfiable (0.008s)
SYN326+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.009s)
SYN326-1.p                                                   | Unsatisfiable      | 0.00 v2.0.0  | Unsatisfiable (0.008s)
SYN327+1.p                                                   | Theorem            | 0.00 v3.7.0  | Unsatisfiable (0.009s)
SYN327-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Unsatisfiable (0.011s)
SYN328+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.059s)
SYN328-1.p                                                   | Unsatisfiable      | 0.23 v9.1.0  | Unsatisfiable (0.131s)
SYN329+1.p                                                   | CounterSatisfiable | 0.00 v5.4.0  | GaveUp (0.009s)       
SYN329-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | GaveUp (0.008s)       
SYN329-10.p                                                  | Satisfiable        | 0.00 v8.2.0  | GaveUp (0.008s)       
SYN330+1.p                                                   | CounterSatisfiable | 0.00 v9.1.0  | Timeout (3.009s)      
SYN330-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.010s)      
SYN331+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.011s)
SYN331-1.p                                                   | Unsatisfiable      | 0.00 v2.0.0  | Unsatisfiable (0.010s)
SYN332+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.296s)
SYN332-1.p                                                   | Unsatisfiable      | 0.00 v6.3.0  | Unsatisfiable (0.282s)
SYN333+1.p                                                   | Theorem            | 0.00 v7.0.0  | Unsatisfiable (0.011s)
SYN333-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Unsatisfiable (0.011s)
SYN334+1.p                                                   | Theorem            | 0.05 v9.1.0  | Unsatisfiable (0.055s)
SYN334-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Unsatisfiable (0.069s)
SYN335+1.p                                                   | CounterSatisfiable | 0.67 v9.1.0  | Timeout (3.010s)      
SYN335-1.p                                                   | Satisfiable        | 0.00 v6.3.0  | Timeout (3.011s)      
SYN336+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.008s)
SYN336-1.p                                                   | Unsatisfiable      | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN337+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | GaveUp (0.007s)       
SYN337-1.p                                                   | Satisfiable        | 0.00 v2.5.0  | GaveUp (0.007s)       
SYN337-10.p                                                  | Satisfiable        | 0.00 v7.3.0  | GaveUp (0.008s)       
SYN338+1.p                                                   | Theorem            | 0.00 v7.0.0  | Unsatisfiable (0.007s)
SYN338-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Unsatisfiable (0.007s)
SYN339+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.007s)
SYN339-1.p                                                   | Unsatisfiable      | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN340+1.p                                                   | Theorem            | 0.05 v9.1.0  | Unsatisfiable (0.006s)
SYN340-1.p                                                   | Unsatisfiable      | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN341+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.007s)
SYN341-1.p                                                   | Unsatisfiable      | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN342+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | GaveUp (0.008s)       
SYN342-1.p                                                   | Satisfiable        | 0.00 v2.5.0  | GaveUp (0.007s)       
SYN342-10.p                                                  | Satisfiable        | 0.00 v7.5.0  | GaveUp (0.007s)       
SYN343+1.p                                                   | Theorem            | 0.05 v9.1.0  | Unsatisfiable (0.007s)
SYN343-1.p                                                   | Unsatisfiable      | 0.00 v2.0.0  | Unsatisfiable (0.007s)
SYN344+1.p                                                   | CounterSatisfiable | 0.00 v5.4.0  | GaveUp (0.008s)       
SYN344-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | GaveUp (0.010s)       
SYN345+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.013s)
SYN345-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Unsatisfiable (0.018s)
SYN346+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN346-1.p                                                   | Unsatisfiable      | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN347+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.031s)
SYN347-1.p                                                   | Unsatisfiable      | 0.00 v2.0.0  | Unsatisfiable (0.032s)
SYN348+1.p                                                   | CounterSatisfiable | 0.00 v6.2.0  | GaveUp (0.147s)       
SYN348-1.p                                                   | Satisfiable        | 0.00 v3.1.0  | GaveUp (0.049s)       
SYN349+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.018s)
SYN349-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Unsatisfiable (0.016s)
SYN350+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.009s)
SYN350-1.p                                                   | Unsatisfiable      | 0.00 v2.0.0  | Unsatisfiable (0.014s)
SYN351+1.p                                                   | Theorem            | 0.05 v9.1.0  | Unsatisfiable (0.012s)
SYN351-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.010s)      
SYN352+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.020s)
SYN352-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Unsatisfiable (0.032s)
SYN353+1.p                                                   | Theorem            | 0.45 v9.1.0  | Timeout (3.011s)      
SYN353-1.p                                                   | Unsatisfiable      | 0.38 v9.1.0  | Timeout (3.011s)      
SYN354+1.p                                                   | Theorem            | 0.05 v9.1.0  | Unsatisfiable (0.014s)
SYN354-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Unsatisfiable (0.011s)
SYN355+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN355^5.p                                                   | Theorem            | 0.08 v9.1.0  | Error (0.007s)        
SYN356+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.009s)
SYN356^5.p                                                   | Theorem            | 0.08 v9.1.0  | Error (0.007s)        
SYN357+1.p                                                   | Theorem            | 0.00 v3.2.0  | Unsatisfiable (0.007s)
SYN357^5.p                                                   | Theorem            | 0.00 v6.2.0  | Error (0.007s)        
SYN357^7.p                                                   | Theorem            | 0.11 v9.1.0  | Error (0.008s)        
SYN358+1.p                                                   | Theorem            | 0.00 v6.0.0  | Unsatisfiable (0.009s)
SYN358^5.p                                                   | Theorem            | 0.00 v6.2.0  | Error (0.007s)        
SYN359+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN360+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.007s)
SYN360^5.p                                                   | Theorem            | 0.00 v6.2.0  | Error (0.007s)        
SYN361+1.p                                                   | Theorem            | 0.00 v6.4.0  | Unsatisfiable (0.009s)
SYN361^5.p                                                   | Theorem            | 0.08 v9.1.0  | Error (0.007s)        
SYN362+1.p                                                   | Theorem            | 0.00 v6.3.0  | Unsatisfiable (0.007s)
SYN363+1.p                                                   | Theorem            | 0.00 v6.3.0  | Unsatisfiable (0.006s)
SYN364+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.012s)
SYN364^5.p                                                   | Theorem            | 0.17 v9.1.0  | Error (0.008s)        
SYN365+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.024s)
SYN365^5.p                                                   | Theorem            | 0.08 v9.1.0  | Error (0.007s)        
SYN366+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN367+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN367^7.p                                                   | Theorem            | 0.11 v9.1.0  | Error (0.007s)        
SYN368+1.p                                                   | Theorem            | 0.00 v4.1.0  | Unsatisfiable (0.007s)
SYN369+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.008s)
SYN370+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.007s)
SYN371+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.007s)
SYN372+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN373+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.009s)
SYN374+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.164s)
SYN374^5.p                                                   | Theorem            | 0.08 v9.1.0  | Error (0.008s)        
SYN375+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.252s)
SYN375^5.p                                                   | Theorem            | 0.00 v6.2.0  | Error (0.008s)        
SYN376+1.p                                                   | Theorem            | 0.00 v5.4.0  | Unsatisfiable (0.007s)
SYN377+1.p                                                   | Theorem            | 0.05 v9.1.0  | Unsatisfiable (0.388s)
SYN377^5.p                                                   | Theorem            | 0.08 v9.1.0  | Error (0.008s)        
SYN377^7.p                                                   | Theorem            | 0.67 v9.1.0  | Error (0.008s)        
SYN378+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN379+1.p                                                   | Theorem            | 0.00 v5.4.0  | Unsatisfiable (0.007s)
SYN380+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.007s)
SYN381+1.p                                                   | Theorem            | 0.00 v6.3.0  | Unsatisfiable (0.008s)
SYN381^5.p                                                   | Theorem            | 0.17 v9.1.0  | Error (0.007s)        
SYN382+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN382^5.p                                                   | Theorem            | 0.00 v6.2.0  | Error (0.007s)        
SYN383+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.006s)
SYN384+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.007s)
SYN385+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN386+1.p                                                   | Theorem            | 0.10 v9.1.0  | Unsatisfiable (0.028s)
SYN386^5.p                                                   | Theorem            | 0.25 v9.0.0  | Error (0.007s)        
SYN387+1.p                                                   | Theorem            | 0.00 v2.1.0  | Unsatisfiable (0.007s)
SYN387^4.p                                                   | CounterSatisfiable | 0.33 v9.0.0  | Error (0.006s)        
SYN387^7.p                                                   | CounterSatisfiable | 0.33 v9.0.0  | Error (0.006s)        
SYN388+1.p                                                   | Theorem            | 0.00 v2.1.0  | Unsatisfiable (0.006s)
SYN388^4.p                                                   | CounterSatisfiable | 0.67 v9.0.0  | Error (0.006s)        
SYN389+1.p                                                   | Theorem            | 0.00 v4.1.0  | Unsatisfiable (0.007s)
SYN389^4.p                                                   | CounterSatisfiable | 0.67 v9.0.0  | Error (0.007s)        
SYN390+1.p                                                   | Theorem            | 0.00 v2.1.0  | Unsatisfiable (0.007s)
SYN390^4.p                                                   | Theorem            | 0.00 v8.2.0  | Error (0.006s)        
SYN391+1.p                                                   | Theorem            | 0.00 v2.1.0  | Unsatisfiable (0.008s)
SYN391^4.p                                                   | Theorem            | 0.11 v9.1.0  | Error (0.006s)        
SYN392+1.p                                                   | Theorem            | 0.00 v4.0.0  | Unsatisfiable (0.008s)
SYN392^4.p                                                   | CounterSatisfiable | 0.67 v9.0.0  | Error (0.007s)        
SYN393+1.003.p                                               | Theorem            | 0.00 v4.0.0  | Unsatisfiable (0.011s)
SYN393^4.002.p                                               | Theorem            | 0.22 v9.1.0  | Error (0.007s)        
SYN393^4.003.p                                               | CounterSatisfiable | 0.67 v9.0.0  | Error (0.007s)        
SYN393^4.004.p                                               | Theorem            | 0.67 v9.1.0  | Error (0.006s)        
SYN394+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN395+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.006s)
SYN396+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN397+1.p                                                   | Theorem            | 0.00 v6.1.0  | Unsatisfiable (0.008s)
SYN397^7.p                                                   | Theorem            | 0.11 v9.1.0  | Error (0.008s)        
SYN398+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN399+1.p                                                   | Theorem            | 0.00 v5.4.0  | Unsatisfiable (0.008s)
SYN400+1.p                                                   | Theorem            | 0.00 v4.0.1  | Unsatisfiable (0.007s)
SYN401+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.006s)
SYN402+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN403+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN404+1.p                                                   | Theorem            | 0.00 v5.5.0  | Unsatisfiable (0.007s)
SYN405+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
