# bench_date,"2026-05-14_00-45-18"
# problem_dir,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN"
# time_limit_seconds,3
# robust_time_limit,false
# size_limit_gb,
# max_clauses,
# mode,"ordered-fallback"
# casc,
# only_ip,false
# version_ip,"05f1a9a"
# version_vampire,"Vampire 5.0.1 (Release build, commit 9eeba91d1 on 2026-05-09 07:13:19 +0100)"
# version_e,"E 3.3.2 Countess Grey (37fde70d516b57cb64294f8fe39bc16ece8198f8)"
# version_zenon,"zenon version 0.8.5 [a270] 2020-10-23"

section,problem,expected_status,rating,ip,ip_time_s,vampire,vampire_time_s,e,e_time_s,zenon,zenon_time_s
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN053-1.p","Unsatisfiable","0.00 v2.1.0","Unsatisfiable",0.006408,"Unsatisfiable",0.010453,"Unsatisfiable",0.004614,"Unsatisfiable",0.013908
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN054+1.p","Theorem","0.00 v5.3.0","Unsatisfiable",0.007094,"Theorem",0.010583,"Theorem",0.005043,"Unsatisfiable",0.015332
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN054-1.p","Unsatisfiable","0.00 v2.0.0","Unsatisfiable",0.010190,"Unsatisfiable",0.010857,"Unsatisfiable",0.005232,"Unsatisfiable",0.014689
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN055+1.p","ContradictoryAxioms","0.00 v8.1.0","Unsatisfiable",0.010559,"Theorem",0.012535,"ContradictoryAxioms",0.005489,"Unsatisfiable",0.015757
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN055-1.p","Unsatisfiable","0.00 v2.0.0","Unsatisfiable",0.008248,"Unsatisfiable",0.011007,"Unsatisfiable",0.006597,"Unsatisfiable",0.014331
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN056+1.p","Theorem","0.00 v5.3.0","Unsatisfiable",0.031443,"Theorem",0.025720,"Theorem",0.004923,"Unsatisfiable",0.015258
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN056-1.p","Satisfiable","0.00 v2.1.0","Timeout",3.006146,"Satisfiable",0.060317,"Satisfiable",0.005364,"Timeout",4.205653
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN057+1.p","Theorem","0.00 v5.3.0","Unsatisfiable",0.007236,"Theorem",0.041938,"Theorem",0.005026,"Unsatisfiable",0.013759
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN057-1.p","Unsatisfiable","0.00 v2.0.0","Unsatisfiable",0.006764,"Unsatisfiable",0.009890,"Unsatisfiable",0.004360,"Unsatisfiable",0.013859
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN058+1.p","Theorem","0.00 v5.3.0","Unsatisfiable",0.006449,"Theorem",0.010378,"Theorem",0.005042,"Unsatisfiable",0.013994
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN058-1.p","Unsatisfiable","0.00 v2.0.0","Unsatisfiable",0.006055,"Unsatisfiable",0.009937,"Unsatisfiable",0.005233,"Unsatisfiable",0.013952
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN059+1.p","Theorem","0.00 v2.1.0","Unsatisfiable",0.771550,"Theorem",0.012845,"Theorem",0.006037,"Unsatisfiable",0.014717
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN059-1.p","Satisfiable","0.00 v2.2.0","Timeout",3.006316,"Satisfiable",0.052035,"Satisfiable",0.007254,"Satisfiable",0.016199
