# bench_date,"2026-05-15_13-13-44"
# problem_dir,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN"
# home,"/home/delahaye/ip/bench/problems/TPTP-v9.2.1/Problems/SYN"
# logs_dir,"/home/delahayed/benchs-ip/logs"
# time_limit_seconds,3
# robust_time_limit,false
# size_limit_gb,
# max_clauses,
# mode,"ordered-fallback"
# casc,
# only_ip,false
# version_ip,"8dfcd15"
# version_vampire,"Vampire 5.0.1 (Release build, commit 9eeba91d1 on 2026-05-09 07:13:19 +0100)"
# version_e,"E 3.3.2 Countess Grey (37fde70d516b57cb64294f8fe39bc16ece8198f8)"
# version_zenon,"zenon version 0.8.5 [a270] 2020-10-23"

section,problem,expected_status,rating,ip,ip_time_s,vampire,vampire_time_s,e,e_time_s,zenon,zenon_time_s
result,"SYN104-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.105587,"Unsatisfiable",0.013978,"Unsatisfiable",0.009631,"Unsatisfiable",0.020771
result,"SYN105-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.113243,"Unsatisfiable",0.013676,"Unsatisfiable",0.016203,"Unsatisfiable",0.084766
result,"SYN106-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.111838,"Unsatisfiable",0.014131,"Unsatisfiable",0.017020,"Unsatisfiable",0.159935
result,"SYN107-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.126787,"Unsatisfiable",0.015390,"Unsatisfiable",0.017957,"Unsatisfiable",0.248073
result,"SYN108-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.124791,"Unsatisfiable",0.013913,"Unsatisfiable",0.017105,"Unsatisfiable",0.291334
result,"SYN109-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.268592,"Unsatisfiable",0.040860,"Unsatisfiable",0.028152,"Unsatisfiable",2.163148
result,"SYN110-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.714916,"Unsatisfiable",0.059293,"Unsatisfiable",0.026127,"Timeout",3.333311
result,"SYN111-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.312466,"Unsatisfiable",0.069828,"Unsatisfiable",0.022129,"Timeout",3.416122
result,"SYN112-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.128681,"Unsatisfiable",0.014494,"Unsatisfiable",0.016518,"Unsatisfiable",0.120182
result,"SYN113-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.231946,"Unsatisfiable",0.067895,"Unsatisfiable",0.022874,"Unsatisfiable",0.624296
result,"SYN114-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.190286,"Unsatisfiable",0.014960,"Unsatisfiable",0.016835,"Unsatisfiable",0.095434
result,"SYN115-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.846063,"Unsatisfiable",0.065989,"Unsatisfiable",0.034027,"Timeout",3.132609
result,"SYN116-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.359182,"Unsatisfiable",0.039075,"Unsatisfiable",0.019082,"Unsatisfiable",2.562115
result,"SYN117-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.518803,"Unsatisfiable",0.049403,"Unsatisfiable",0.019597,"Timeout",3.344846
result,"SYN118-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.115965,"Unsatisfiable",0.014650,"Unsatisfiable",0.010152,"Unsatisfiable",0.021550
result,"SYN119-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.110396,"Unsatisfiable",0.015139,"Unsatisfiable",0.010040,"Unsatisfiable",0.023914
result,"SYN120-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.111448,"Unsatisfiable",0.014989,"Unsatisfiable",0.017791,"Unsatisfiable",0.119922
result,"SYN121-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.173526,"Unsatisfiable",0.037803,"Unsatisfiable",0.030678,"Timeout",3.317042
result,"SYN122-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.151177,"Unsatisfiable",0.077148,"Unsatisfiable",0.023840,"Timeout",3.111787
result,"SYN123-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.134471,"Unsatisfiable",0.044510,"Unsatisfiable",0.024872,"Unsatisfiable",0.401784
result,"SYN124-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.433925,"Unsatisfiable",0.016347,"Unsatisfiable",0.017852,"Unsatisfiable",0.607751
result,"SYN125-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.134819,"Unsatisfiable",0.019980,"Unsatisfiable",0.022657,"Unsatisfiable",0.418906
result,"SYN126-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.136251,"Unsatisfiable",0.020979,"Unsatisfiable",0.017771,"Timeout",3.249646
result,"SYN127-1.p","Unsatisfiable","0.00 v7.3.0","Unsatisfiable",0.134821,"Unsatisfiable",0.047284,"Unsatisfiable",0.017614,"Timeout",3.258381
