# bench_date,"2026-05-15_13-13-54"
# problem_dir,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SET"
# home,"/home/delahaye/ip/bench/problems/TPTP-v9.2.1/Problems/SET"
# logs_dir,"/home/delahayed/benchs-ip/logs"
# time_limit_seconds,3
# robust_time_limit,false
# size_limit_gb,
# max_clauses,
# mode,"ordered-fallback"
# casc,
# only_ip,false
# version_ip,"8dfcd15"
# version_vampire,"Vampire 5.0.1 (Release build, commit 9eeba91d1 on 2026-05-09 07:13:19 +0100)"
# version_e,"E 3.3.2 Countess Grey (37fde70d516b57cb64294f8fe39bc16ece8198f8)"
# version_zenon,"zenon version 0.8.5 [a270] 2020-10-23"

section,problem,expected_status,rating,ip,ip_time_s,vampire,vampire_time_s,e,e_time_s,zenon,zenon_time_s
result,"SET102+1.p","Theorem","0.18 v9.1.0","Timeout",3.007248,"Theorem",0.014521,"Theorem",0.009292,"Timeout",3.363042
result,"SET103+1.p","Theorem","0.39 v9.1.0","Timeout",3.008369,"Theorem",0.015355,"Theorem",2.240306,"Timeout",4.159989
result,"SET104+1.p","Theorem","0.91 v9.0.0","Timeout",3.007057,"Theorem",0.020399,"Timeout",3.051214,"Timeout",3.788089
result,"SET105+1.p","Theorem","0.85 v9.1.0","Timeout",3.007187,"Theorem",0.044088,"Timeout",3.054502,"Timeout",3.586613
result,"SET108+1.p","Theorem","0.15 v9.1.0","Unsatisfiable",0.142924,"Theorem",0.040488,"Theorem",0.009264,"Timeout",3.048087
result,"SET113+1.p","Theorem","1.00 v5.4.0","Unsatisfiable",0.141801,"Timeout",2.980066,"Timeout",3.058751,"Timeout",3.410753
result,"SET117+1.p","Theorem","0.12 v9.1.0","Timeout",3.016590,"Theorem",0.077831,"Theorem",0.008659,"Timeout",3.598922
result,"SET119+1.p","Theorem","1.00 v5.4.0","Timeout",3.007318,"Timeout",2.957040,"Timeout",3.047583,"Timeout",3.863726
result,"SET120+1.p","Theorem","1.00 v5.4.0","Timeout",3.014505,"Timeout",2.979818,"Timeout",3.048502,"Timeout",3.095969
result,"SET121+1.p","Theorem","1.00 v5.4.0","Timeout",3.009978,"Timeout",2.968578,"Timeout",3.052687,"Timeout",3.837996
result,"SET122+1.p","Theorem","1.00 v5.4.0","Timeout",3.007111,"Timeout",2.930318,"Timeout",3.049098,"Timeout",3.426643
result,"SET777-1.p","Satisfiable","0.00 v3.1.0","Timeout",3.007376,"Satisfiable",0.038984,"Satisfiable",0.005403,"Timeout",3.923489
result,"SET778-1.p","Satisfiable","0.00 v3.1.0","Timeout",3.008991,"Satisfiable",0.043950,"Satisfiable",0.005881,"Timeout",3.093983
result,"SET779-1.p","Satisfiable","0.00 v3.1.0","Timeout",3.008142,"Satisfiable",0.043890,"Satisfiable",0.006292,"Timeout",4.005413
result,"SET780-1.p","Satisfiable","0.00 v3.1.0","Timeout",3.008136,"Satisfiable",0.040265,"Satisfiable",0.006366,"Timeout",3.664314
result,"SET781-1.p","Satisfiable","0.00 v8.1.0","Timeout",3.009968,"Timeout",2.956653,"Timeout",3.064242,"Timeout",3.195203
result,"SET782-1.p","Satisfiable","1.00 v3.1.0","Timeout",3.008335,"Timeout",2.912409,"Timeout",3.049438,"Timeout",3.781820
