# bench_date,"2026-05-15_13-14-07"
# problem_dir,"/home/delahayed/problems/TPTP-v9.2.1/Problems/PUZ"
# home,"/home/delahaye/ip/bench/problems/TPTP-v9.2.1/Problems/PUZ"
# logs_dir,"/home/delahayed/benchs-ip/logs"
# time_limit_seconds,3
# robust_time_limit,false
# size_limit_gb,
# max_clauses,
# mode,"ordered-fallback"
# casc,
# only_ip,true
# version_ip,"8dfcd15"

section,problem,expected_status,rating,ip,ip_time_s
result,"PUZ067+1.p","Satisfiable","0.17 v9.0.0","Timeout",3.016237
result,"PUZ068+1.p","Satisfiable","0.17 v9.0.0","Timeout",3.028897
result,"PUZ068-1.p","Satisfiable","0.50 v9.1.0","Timeout",3.061141
result,"PUZ069+1.p","Satisfiable","0.17 v9.0.0","Timeout",3.016837
result,"PUZ069-1.p","Satisfiable","0.38 v9.1.0","Timeout",3.009932
result,"PUZ070+1.p","Satisfiable","0.17 v9.0.0","Timeout",3.016880
result,"PUZ070-1.p","Satisfiable","0.50 v9.1.0","Timeout",3.010392
result,"PUZ071+1.p","Satisfiable","0.17 v9.0.0","Timeout",3.016323
result,"PUZ071-1.p","Satisfiable","0.50 v9.1.0","Timeout",3.008961
result,"PUZ072+1.p","Satisfiable","0.17 v9.1.0","Timeout",3.016672
result,"PUZ072-1.p","Satisfiable","0.50 v9.1.0","Timeout",3.010006
result,"PUZ073+1.p","Theorem","0.00 v9.1.0","Error",5.360160
result,"PUZ074+1.p","Theorem","0.00 v9.1.0","Error",5.391855
result,"PUZ075+1.p","Theorem","0.00 v6.4.0","Error",4.264053
result,"PUZ076+1.p","Theorem","0.91 v9.1.0","Error",4.864482
result,"PUZ077+1.p","Theorem","0.79 v9.1.0","Error",4.270042
result,"PUZ078+1.p","Theorem","0.27 v9.1.0","Timeout",3.016254
result,"PUZ128+1.p","Theorem","0.00 v5.3.0","Unsatisfiable",0.009101
result,"PUZ130+1.p","Theorem","0.09 v9.1.0","Unsatisfiable",0.117615
result,"PUZ131+1.p","Theorem","0.06 v7.4.0","Unsatisfiable",0.012303
result,"PUZ132+1.p","Theorem","0.03 v9.1.0","Unsatisfiable",0.007189
result,"PUZ133+1.p","Theorem","0.39 v9.0.0","Timeout",3.005555
result,"PUZ153+1.p","CounterSatisfiable","0.00 v9.1.0","Timeout",3.007124

section,prover,scope,total,success,timeout,incomplete,unsound,error,avg_time_s
prover_stats,"ip","Tous",91,"57 (62.6%)","29 (31.9%)","0 (0.0%)","0 (0.0%)","5 (5.5%)",2.259702
prover_stats,"ip","Theorem/Unsatisfiable",60,"28 (46.7%)","27 (45.0%)","0 (0.0%)","0 (0.0%)","5 (8.3%)",1.869210
prover_stats,"ip","Theorem (FOF)",17,"8 (47.1%)","4 (23.5%)","0 (0.0%)","0 (0.0%)","5 (29.4%)",2.139614
prover_stats,"ip","Unsatisfiable (CNF)",43,"20 (46.5%)","23 (53.5%)","0 (0.0%)","0 (0.0%)","0 (0.0%)",1.762306
